site,SOM,event_start,season,clust_wat_4cl,clust_wat_5cl,clust_wat_6cl,NO3_kg_km2,SRP_kg_km2,event_NO3_SRP,rain_event_total_mm,rain_int_mmPERmin_max,API_4d,q_event_max,solarRad_4d,q_4d,SRP_1d,DO_pre_dry_15cm,Redox_pre_dry_15cm,DO_pre_wet_15cm,SoilTemp_pre_wet_15cm,VWC_pre_wet_30cm,time_sinceLastEvent,diff_airT_soilT,gw_1d_well1,gw_1d_well2,gw_1d_well3,gw_1d_well4a,gw_1d_well5,gw_1d_allWells,gw_4d_well1,gw_4d_well2,gw_4d_well3,gw_4d_well4a,gw_4d_well5,gw_4d_allWells
Wade,SRP_kg_km2,2017-08-18 05:00:00,summer,1,1,4,0.0861494807634304,5.983505318128941e-4,318.38247041798155,6.8,0.12,13.487525,0.0865561892,115.95175438596492,0.059137092575520835,0.0010867926175937045,0.6197672017280195,0.5466985259473648,0.6839886208003683,0.8395165980638045,0.42254789710709106,1.11875,1.2151562499999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,SRP_kg_km2,2017-08-19 15:00:00,summer,1,1,4,0.12491372373121369,0.0010656841184252877,259.19930144507384,5.6000000000000005,0.4,15.70363,0.1009285506,111.62362637362638,0.061010809189583334,0.001371812792930844,0.43067055585789304,0.4495860537120547,0.5679686852539472,0.8930553286834275,0.4548813067704757,0.014583333333333334,3.2239930555555567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,SRP_kg_km2,2017-08-22 15:30:00,summer,1,1,4,0.14299611450198935,0.0011730805463831468,269.55573085786693,13.4,0.32,19.25724875,0.147527388,96.01822916666667,0.06148018531614583,0.0011391279106271206,0.4983164877539331,0.41346166790065314,0.5879424219156488,0.9334121014918451,0.45277459735898046,1.2125,4.742673611111112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,SRP_kg_km2,2017-09-03 11:00:00,fall,1,1,1,0.2247637055399821,0.002183986049430815,227.57706328785963,24.6,0.12,25.937505,0.309166491,84,0.02049872549479167,4.2726741377881183e-4,0.7902738897483077,0.5223732920508849,0.856946959870367,0.6970694212766608,0.16887246474164563,10.020833333333334,-0.5234201388888895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,SRP_kg_km2,2017-09-05 10:45:00,fall,1,1,4,0.6131285052024927,0.01838817411896044,73.73353664919402,20.6,0.2,42.840925,2.613908843,74.52690972222223,0.06862770284375,0.0018449316434545084,0.5387241268424448,0.3844854277444978,0.5906540036499598,0.7657482669991589,0.5090422661940197,0.2604166666666667,5.011215277777779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,SRP_kg_km2,2017-09-07 01:00:00,fall,1,3,4,NA,NA,NA,19.8,0.16,60.1841675,2.664002623,40.75086805555556,0.31847798468489585,0.0033565057906090896,0.5599210644115825,0.436635929191627,0.5478760819581528,0.7557434921089821,0.6253334247206146,0.59375,-0.5100868055555559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,SRP_kg_km2,2017-09-08 17:30:00,fall,1,3,4,0.0620823878200405,0.0018185264162420367,75.49200565148608,4,0.36,41.887995,0.467345482,40.78038194444444,0.8167515133203125,0.002636799084993766,0.5958243970371844,0.5537793632631081,0.4343577048166162,0.7294657412004091,0.6268172140924896,0.08333333333333333,-1.1271874999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,SRP_kg_km2,2017-10-08 11:15:00,fall,1,1,1,0.005777890325032279,5.614388848401114e-4,22.757207582259323,12,1.1199999999999999,17.21284,0.086029239,50.25347222222222,0.024522231606770833,0.0014818504590780525,0.740307111544235,0.5158763545803325,0.6330102408684576,0.7409648863512608,0.08186976492839747,29.416666666666668,6.470855034722222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,SRP_kg_km2,2017-10-09 10:15:00,fall,1,1,4,0.11824413937683707,0.024590346890228248,10.63327717747712,29.400000000000002,0.16,40.61,2.444759914,44.763888888888886,0.030950857705729168,0.0021731767233326787,0.6805837978825904,0.4951403378878645,0.5263895040392595,0.8154705415623006,0.18591648826720408,0.13541666666666666,2.0000694444444456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,SRP_kg_km2,2017-10-24 16:15:00,fall,1,1,1,0.011225539604579088,0.03754798184926352,0.661108578460348,24,0.6799999999999999,24.19,2.737527173,55.34288194444444,0.033163844622395834,0.0017036088186212612,0.805189035490842,0.6392777815171299,0.9813533140848953,0.6001939864209505,0.36181970841920463,14.145833333333334,6.486662326388888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,SRP_kg_km2,2017-10-26 04:00:00,fall,4,2,5,1.287316136196607,0.1276769886547014,22.29588663035413,35.4,0.12,59.710499999999996,3.448173297,45.71180555555556,0.220731199453125,0.005810147718180647,0.6885998086935521,0.7348657198626904,0.7284045935509943,0.7057225994180407,0.9846729257308601,0.3333333333333333,-1.199583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,SRP_kg_km2,2017-10-29 10:00:00,fall,4,2,5,0.7938027767485213,0.07367968358057636,23.824128727493658,23.200000000000003,0.2,55.24010375,3.031342897,40.11024305555556,1.0894369709427083,0.0025269375448463667,0.7600126879397981,0.8251463956384195,0.45782996488911265,0.554746019954192,0.7014839318424092,1.1875,3.842692652329749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
