myRun,myDataSet,nodes,myTopo,rows,cols,normMeth,wghtMeth,niter,crsAlpha,finAlpha,nClusters,colRowRatio
1,hford,30,hexagonal,3,10,L2norm,noPCA,1500,0.05,0.01,3,3.3
2,hford,33,hexagonal,3,11,L2norm,noPCA,1500,0.05,0.01,3,3.7
3,hford,36,hexagonal,3,12,L2norm,noPCA,1500,0.05,0.01,3,4.0
4,hford,28,hexagonal,4,7,L2norm,noPCA,1500,0.05,0.01,3,1.8
5,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,3,2.0
6,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,3,2.3
7,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,3,2.5
8,hford,30,hexagonal,5,6,L2norm,noPCA,1500,0.05,0.01,3,1.2
9,hford,35,hexagonal,5,7,L2norm,noPCA,1500,0.05,0.01,3,1.4
10,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,3,1.6
11,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,3,1.8
13,hford,30,hexagonal,6,5,L2norm,noPCA,1500,0.05,0.01,3,0.8
14,hford,36,hexagonal,6,6,L2norm,noPCA,1500,0.05,0.01,3,1.0
15,hford,42,hexagonal,6,7,L2norm,noPCA,1500,0.05,0.01,3,1.2
16,hford,48,hexagonal,6,8,L2norm,noPCA,1500,0.05,0.01,3,1.3
17,hford,30,hexagonal,3,10,L2norm,noPCA,1500,0.05,0.01,4,3.3
18,hford,33,hexagonal,3,11,L2norm,noPCA,1500,0.05,0.01,4,3.7
19,hford,36,hexagonal,3,12,L2norm,noPCA,1500,0.05,0.01,4,4.0
20,hford,28,hexagonal,4,7,L2norm,noPCA,1500,0.05,0.01,4,1.8
21,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,4,2.0
22,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,4,2.3
23,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,4,2.5
24,hford,30,hexagonal,5,6,L2norm,noPCA,1500,0.05,0.01,4,1.2
25,hford,35,hexagonal,5,7,L2norm,noPCA,1500,0.05,0.01,4,1.4
26,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,4,1.6
27,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,4,1.8
29,hford,30,hexagonal,6,5,L2norm,noPCA,1500,0.05,0.01,4,0.8
30,hford,36,hexagonal,6,6,L2norm,noPCA,1500,0.05,0.01,4,1.0
31,hford,42,hexagonal,6,7,L2norm,noPCA,1500,0.05,0.01,4,1.2
32,hford,48,hexagonal,6,8,L2norm,noPCA,1500,0.05,0.01,4,1.3
33,hford,30,hexagonal,3,10,L2norm,noPCA,1500,0.05,0.01,5,3.3
34,hford,33,hexagonal,3,11,L2norm,noPCA,1500,0.05,0.01,5,3.7
35,hford,36,hexagonal,3,12,L2norm,noPCA,1500,0.05,0.01,5,4.0
36,hford,28,hexagonal,4,7,L2norm,noPCA,1500,0.05,0.01,5,1.8
37,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,5,2.0
38,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,5,2.3
39,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,5,2.5
40,hford,30,hexagonal,5,6,L2norm,noPCA,1500,0.05,0.01,5,1.2
41,hford,35,hexagonal,5,7,L2norm,noPCA,1500,0.05,0.01,5,1.4
42,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,5,1.6
43,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,5,1.8
45,hford,30,hexagonal,6,5,L2norm,noPCA,1500,0.05,0.01,5,0.8
46,hford,36,hexagonal,6,6,L2norm,noPCA,1500,0.05,0.01,5,1.0
47,hford,42,hexagonal,6,7,L2norm,noPCA,1500,0.05,0.01,5,1.2
48,hford,48,hexagonal,6,8,L2norm,noPCA,1500,0.05,0.01,5,1.3
49,hford,30,hexagonal,3,10,L2norm,noPCA,1500,0.05,0.01,6,3.3
50,hford,33,hexagonal,3,11,L2norm,noPCA,1500,0.05,0.01,6,3.7
51,hford,36,hexagonal,3,12,L2norm,noPCA,1500,0.05,0.01,6,4.0
52,hford,28,hexagonal,4,7,L2norm,noPCA,1500,0.05,0.01,6,1.8
53,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,6,2.0
54,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,6,2.3
55,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,6,2.5
56,hford,30,hexagonal,5,6,L2norm,noPCA,1500,0.05,0.01,6,1.2
57,hford,35,hexagonal,5,7,L2norm,noPCA,1500,0.05,0.01,6,1.4
58,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,6,1.6
59,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,6,1.8
61,hford,30,hexagonal,6,5,L2norm,noPCA,1500,0.05,0.01,6,0.8
62,hford,36,hexagonal,6,6,L2norm,noPCA,1500,0.05,0.01,6,1.0
63,hford,42,hexagonal,6,7,L2norm,noPCA,1500,0.05,0.01,6,1.2
64,hford,48,hexagonal,6,8,L2norm,noPCA,1500,0.05,0.01,6,1.3
65,hford,30,hexagonal,3,10,L2norm,noPCA,1500,0.05,0.01,3,3.3
66,hford,33,hexagonal,3,11,L2norm,noPCA,1500,0.05,0.01,3,3.7
67,hford,36,hexagonal,3,12,L2norm,noPCA,1500,0.05,0.01,3,4.0
68,hford,28,hexagonal,4,7,L2norm,noPCA,1500,0.05,0.01,3,1.8
69,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,3,2.0
70,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,3,2.3
71,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,3,2.5
72,hford,30,hexagonal,5,6,L2norm,noPCA,1500,0.05,0.01,3,1.2
73,hford,35,hexagonal,5,7,L2norm,noPCA,1500,0.05,0.01,3,1.4
74,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,3,1.6
75,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,3,1.8
77,hford,30,hexagonal,6,5,L2norm,noPCA,1500,0.05,0.01,3,0.8
78,hford,36,hexagonal,6,6,L2norm,noPCA,1500,0.05,0.01,3,1.0
79,hford,42,hexagonal,6,7,L2norm,noPCA,1500,0.05,0.01,3,1.2
80,hford,48,hexagonal,6,8,L2norm,noPCA,1500,0.05,0.01,3,1.3
81,hford,30,hexagonal,3,10,L2norm,noPCA,1500,0.05,0.01,4,3.3
82,hford,33,hexagonal,3,11,L2norm,noPCA,1500,0.05,0.01,4,3.7
