Run,DataSet,Nodes,Topol,rows,cols,normMeth,wghtMeth,niter,alphaCrs,alphaFin,Clusters,ColRowRat,Dist_mn,QE,npF,pVal_npF,blank
16,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,4,4,0.153392709926836,0.153393,21.114393,0.01,0
17,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,4,1.8,0.158771793364414,0.158772,11.701012,0.01,0
18,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,4,2,0.153107704399291,0.153108,12.024716,0.01,0
19,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,4,2.3,0.119103476820818,0.119103,22.862439,0.01,0
20,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,4,1.2,0.152711374351105,0.152711,12.809909,0.01,0
21,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,4,1.4,0.159704020835491,0.159704,9.956365,0.01,0
22,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,4,1.6,0.175264394188818,0.175264,14.093623,0.01,0
23,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,4,1.8,0.115749307830403,0.115749,20.595655,0.01,0
24,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,4,0.8,0.130620372044861,0.13062000000000001,20.595655,0.01,0
25,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,4,1,0.141458875855471,0.141459,13.47801,0.01,0
26,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,4,1.2,0.114604023832757,0.114604,12.809909,0.01,0
27,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,5,3.3,0.166803196174457,0.166803,21.766721,0.01,0
28,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,5,3.7,0.170129849874265,0.17013,22.075615,0.01,0
29,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,5,4,0.139439437458657,0.139439,22.075615,0.01,0
30,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,5,1.8,0.202433253098872,0.202433,16.754471,0.01,0
31,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,5,2,0.169353546218016,0.169354,18.980925,0.01,0
32,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,5,2.3,0.142254713311728,0.142255,21.012723,0.01,0
33,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,5,1.2,0.183954536404058,0.183955,18.980925,0.01,0
34,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,5,1.4,0.18442366801228,0.184424,17.87395,0.01,0
35,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,5,1.6,0.129417141895673,0.129417,15.493243,0.01,0
36,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,5,1.8,0.143519323181699,0.143519,23.318659,0.01,0
37,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,5,0.8,0.174838321187341,0.174838,21.508146,0.01,0
38,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,5,1,0.157072502553836,0.157073,17.528491,0.01,0
39,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,5,1.2,0.128603525620055,0.128604,17.738397,0.01,0
40,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,6,3.3,0.167807957069274,0.167808,19.299818,0.01,0
41,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,6,3.7,0.183543273784806,0.183543,25.013089,0.01,0
42,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,6,4,0.1390409982265,0.139041,22.849553,0.01,0
43,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,6,1.8,0.130448733646682,0.130449,23.766995,0.01,0
44,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,6,2,0.141462732713428,0.141463,23.200417,0.01,0
45,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,6,2.3,0.130114787739126,0.130115,25.013089,0.01,0
46,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,6,1.2,0.18802339008613,0.188023,16.782801,0.01,0
47,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,6,1.4,0.137334777603845,0.137335,26.075698,0.01,0
48,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,6,1.6,0.140206746056076,0.140207,24.363824,0.01,0
49,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,6,1.8,0.108971570118645,0.108972,21.513543,0.01,0
50,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,6,0.8,0.122113992057361,0.122114,22.698105,0.01,0
51,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,6,1,0.171908921360108,0.171909,24.363824,0.01,0
52,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,6,1.2,0.0923965613076921,0.092397,26.198214,0.01,0
53,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,3,3.3,0.150924797312047,0.150925,14.872695,0.01,0
54,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,3,3.7,0.133168116466248,0.133168,14.738994,0.01,0
55,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,3,4,0.135936356563984,0.135936,14.738994,0.01,0
56,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,3,1.8,0.172715231211005,0.172715,4.322477,0.01,0
57,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,3,2,0.13596156264746,0.135962,14.369639,0.01,0
58,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,3,2.3,0.152675750806679,0.152676,13.567508,0.01,0
59,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,3,1.2,0.169263739565487,0.169264,4.322477,0.01,0
60,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,3,1.4,0.109271454875075,0.109271,13.400845,0.01,0
61,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,3,1.6,0.116843113651258,0.116843,14.738994,0.01,0
62,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,3,1.8,0.119615553261741,0.119616,14.738994,0.01,0
63,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,3,0.8,0.149454066487462,0.149454,4.322477,0.01,0
64,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,3,1,0.111624541151764,0.111625,14.738994,0.01,0
65,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,3,1.2,0.10645550869412,0.106456,13.768606,0.01,0
66,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,4,3.3,0.164146246395418,0.164146,11.701012,0.01,0
67,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,4,3.7,0.151172544302779,0.151173,13.226685,0.01,0
68,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,4,4,0.171933303277155,0.171933,16.862941,0.01,0
69,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,4,1.8,0.156555682711973,0.156556,9.956365,0.01,0
70,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,4,2,0.121533756447511,0.121534,11.701012,0.01,0
71,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,4,2.3,0.131958713291956,0.131959,12.809909,0.01,0
72,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,4,1.2,0.214521441682139,0.214521,16.862941,0.01,0
73,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,4,1.4,0.161200150727035,0.1612,16.324103,0.01,0
74,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,4,1.6,0.14153548901372,0.141535,20.662866,0.01,0
75,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,4,1.8,0.114776827131015,0.114777,13.779264,0.01,0
76,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,4,0.8,0.177058564290319,0.177059,13.446778,0.01,0
77,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,4,1,0.158737473155245,0.158737,9.956365,0.01,0
78,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,4,1.2,0.170151834568887,0.170152,12.809909,0.01,0
79,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,5,3.3,0.157502817446484,0.157503,13.492557,0.01,0
80,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,5,3.7,0.156433397024592,0.156433,22.075615,0.01,0
81,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,5,4,0.142988344974059,0.142988,15.696232,0.01,0
82,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,5,1.8,0.159764536138803,0.159765,21.508146,0.01,0
83,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,5,2,0.144226962155619,0.144227,22.075615,0.01,0
84,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,5,2.3,0.121366451898508,0.121366,16.368011,0.01,0
85,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,5,1.2,0.183453177655504,0.183453,21.157028,0.01,0
86,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,5,1.4,0.132536094190975,0.132536,17.940728,0.01,0
87,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,5,1.6,0.12307117094297,0.123071,19.924019,0.01,0
88,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,5,1.8,0.132728602089896,0.132729,16.408417,0.01,0
89,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,5,0.8,0.153723398209825,0.153723,24.916237,0.01,0
90,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,5,1,0.149894063518612,0.149894,19.948223,0.01,0
91,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,5,1.2,0.148879246550875,0.148879,22.998346,0.01,0
92,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,6,3.3,0.169214607607742,0.169215,19.661991,0.01,0
93,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,6,3.7,0.113425817586325,0.113426,26.932008,0.01,0
94,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,6,4,0.135048941328375,0.135049,20.241211,0.01,0
95,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,6,1.8,0.174853887132425,0.174854,25.273415,0.01,0
96,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,6,2,0.173093018225403,0.173093,22.698105,0.01,0
97,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,6,2.3,0.187866172701476,0.187866,27.377326,0.01,0
98,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,6,1.2,0.184712942767565,0.184713,26.198214,0.01,0
99,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,6,1.4,0.181765685036661,0.181766,22.849553,0.01,0
100,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,6,1.6,0.14386763270522,0.143868,25.200669,0.01,0
101,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,6,1.8,0.103138719451281,0.103139,25.200669,0.01,0
102,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,6,0.8,0.164015771352926,0.164016,26.564182,0.01,0
103,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,6,1,0.179899987245455,0.1799,21.373683,0.01,0
104,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,6,1.2,0.128946146029421,0.128946,24.977521,0.01,0
105,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,3,3.3,0.187676318030796,0.187676,18.909896,0.01,0
106,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,3,3.7,0.150470776808629,0.150471,14.738994,0.01,0
107,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,3,4,0.137107709734109,0.137108,24.390739,0.01,0
108,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,3,1.8,0.183271297481115,0.183271,14.974224,0.01,0
109,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,3,2,0.14729147691299,0.147291,12.26288,0.01,0
110,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,3,2.3,0.133532264927711,0.133532,14.738994,0.01,0
111,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,3,1.2,0.139853270973292,0.139853,4.322477,0.01,0
112,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,3,1.4,0.143791162928908,0.143791,11.053921,0.01,0
113,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,3,1.6,0.122374844105781,0.122375,4.322477,0.01,0
114,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,3,1.8,0.118926898424364,0.118927,5.604872,0.01,0
115,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,3,0.8,0.184625985687402,0.184626,14.738994,0.01,0
116,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,3,1,0.134686306470397,0.134686,14.974224,0.01,0
117,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,3,1.2,0.153791972076681,0.153792,4.322477,0.01,0
118,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,4,3.3,0.196973597948739,0.196974,16.862941,0.01,0
119,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,4,3.7,0.16475572932169,0.164756,14.807584,0.01,0
120,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,4,4,0.159728282291982,0.159728,18.394248,0.01,0
121,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,4,1.8,0.168670506250586,0.168671,21.114393,0.01,0
122,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,4,2,0.151152538074357,0.151153,14.009081,0.01,0
123,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,4,2.3,0.110905543791367,0.110906,11.701012,0.01,0
124,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,4,1.2,0.16035671819834801,0.160357,12.809909,0.01,0
125,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,4,1.4,0.138490778392328,0.138491,14.009081,0.01,0
126,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,4,1.6,0.105533893514065,0.105534,9.956365,0.01,0
127,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,4,1.8,0.120192745274911,0.120193,13.951695,0.01,0
128,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,4,0.8,0.188458585567914,0.188459,17.900779,0.01,0
129,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,4,1,0.116537939440671,0.116538,12.809909,0.01,0
130,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,4,1.2,0.152238897841888,0.152239,14.709007,0.01,0
131,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,5,3.3,0.207895995423571,0.207896,18.47065,0.01,0
132,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,5,3.7,0.163637937956583,0.163638,16.442754,0.01,0
133,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,5,4,0.16576634470929,0.165766,23.522489,0.01,0
134,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,5,1.8,0.156848678185881,0.156849,19.924019,0.01,0
135,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,5,2,0.177479976077137,0.17748,21.61162,0.01,0
136,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,5,2.3,0.141194843420835,0.141195,19.924019,0.01,0
137,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,5,1.2,0.142517787915227,0.142518,19.924019,0.01,0
138,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,5,1.4,0.134459302347051,0.134459,20.226986,0.01,0
139,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,5,1.6,0.106736872929384,0.106737,21.220273,0.01,0
140,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,5,1.8,0.112668971032534,0.112669,21.930542,0.01,0
141,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,5,0.8,0.166300945722755,0.166301,19.924019,0.01,0
142,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,5,1,0.132271824971518,0.132272,23.749842,0.01,0
143,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,5,1.2,0.112155556379027,0.112156,17.738397,0.01,0
144,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,6,3.3,0.156570500343123,0.156571,23.106178,0.01,0
145,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,6,3.7,0.183944908893205,0.183945,24.937135,0.01,0
146,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,6,4,0.176653333378315,0.176653,26.442199,0.01,0
147,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,6,1.8,0.165655293255137,0.165655,25.013089,0.01,0
148,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,6,2,0.140028027052644,0.140028,19.400754,0.01,0
149,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,6,2.3,0.109988282072044,0.109988,24.197695,0.01,0
150,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,6,1.2,0.165002354962936,0.165002,20.840878,0.01,0
151,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,6,1.4,0.135486465023312,0.135486,20.36143,0.01,0
152,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,6,1.6,0.143226051346434,0.143226,28.097467,0.01,0
153,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,6,1.8,0.106433184102551,0.106433,26.198214,0.01,0
154,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,6,0.8,0.144972316398814,0.144972,24.650675,0.01,0
155,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,6,1,0.127897306234104,0.127897,19.305484,0.01,0
156,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,6,1.2,0.123403106172672,0.123403,22.698105,0.01,0
