site,event_start,season,q_mm,NO3_kg_km2,SRP_kg_km2,event_NO3_SRP,turb_kg_km2
Wade,2018-09-26 14:00:00,fall,3.8668710113892217,0.4052811223034383,0.02756784111232669,32.50916265360617,133.98669330525118
Wade,2018-10-02 03:00:00,fall,11.848827071856288,1.2162407722495765,0.07560397314639389,35.573541598292785,16.00083357473136
Wade,2018-10-06 22:45:00,fall,2.0019773210658682,0.12138756272488037,0.00918537452467975,29.223315578277113,0.3873933752974132
Wade,2018-10-11 07:15:00,fall,10.49335631571557,NA,NA,NA,NA
Wade,2018-10-15 18:30:00,fall,1.5531923618083832,0.0425212187412259,0.007925047782840427,11.864678641567789,0.2976736539556886
Wade,2018-10-23 11:45:00,fall,2.7190355736556886,0.16968598833189882,0.009551062396787938,39.286782758955674,NA
Wade,2018-10-27 14:45:00,fall,8.774868246359281,0.6489714221731238,0.03819369861027692,37.57387804760611,2.8308681512862575
Wade,2018-10-31 13:00:00,fall,6.969937878,0.993878362014827,0.03272801298595773,67.15305303115677,4.377021587547287
Wade,2018-11-01 15:30:00,fall,19.951188551973054,3.353048897824532,0.1087861376999497,68.15825989219299,63.36672983586242
Wade,2018-11-03 01:30:00,fall,28.916578401332334,4.332659104185393,0.14349294244744398,66.76919557698743,72.09210699303345
Wade,2018-11-05 16:30:00,fall,23.455697271547905,3.401807279782104,0.10616480301019235,70.85676382195038,23.96151329539396
Wade,2018-11-09 17:15:00,fall,9.005615140634731,1.0344531940489057,0.034771542228988955,65.78684466254717,6.881699970974173
Wade,2019-04-03 10:30:00,spring,12.370277292482529,NA,NA,NA,1.341249351956558
Wade,2019-04-05 00:45:00,spring,4.756549474440659,1.574768321958471,0.007923842362111907,439.47381953208077,0.3868823324706237
Wade,2019-04-06 12:30:00,spring,6.044358280420615,1.8109731389487012,0.011458484255313124,349.4918090625421,0.1276025787433945
Wade,2019-04-07 12:15:00,spring,49.60574995003446,14.428440321981256,0.10759380556283556,296.5406834741104,31.60808565871197
Wade,2019-04-11 06:15:00,spring,1.3137249902053978,0.4267975957523404,0.0026091239846909643,361.72573896314134,0.06177884743063686
Wade,2019-04-11 11:45:00,spring,7.319665076183058,NA,NA,NA,NA
Wade,2019-04-12 13:30:00,spring,35.95157767483957,NA,NA,NA,NA
Wade,2019-04-14 17:00:00,spring,44.022632391990925,17.680834471688144,0.08142445877931107,480.1755506986435,97.25339748449028
Wade,2019-04-17 11:00:00,spring,14.713881541173198,4.943412586123139,0.02146386468479903,509.2969819590631,2.5399440016449373
Wade,2019-04-18 14:30:00,spring,68.94885896340818,27.901343144478698,0.11908273925059859,518.1177364805204,918.6123464620115
Wade,2019-04-22 11:45:00,spring,15.460578100847115,6.345704110147402,0.03259846990477343,430.4619486642749,10.966857038597011
Wade,2019-04-23 10:45:00,spring,35.016717979308766,12.799825223625007,0.0814378903602789,347.5599212533777,42.566037647218515
Wade,2019-04-26 09:45:00,spring,47.59913232572056,13.285476966470087,0.09998188965950013,293.8380109231129,52.79785476214841
Wade,2019-04-30 17:15:00,spring,6.1200253444882655,1.5553171138472481,0.009517725572993291,361.358219434642,8.306408215949065e-4
Wade,2019-05-01 15:45:00,spring,21.75933564850164,5.510467409565837,0.03842759856130762,317.1008151340769,1.9914990551737561
Wade,2019-05-03 11:45:00,spring,28.730920814313187,8.009325246976855,0.06946487106288561,254.96634688972568,9.873922330500248
Wade,2019-05-05 12:30:00,spring,12.709703750334072,3.6167148041950714,0.03264467258790222,244.99324610537107,0.030008938309075663
Wade,2019-05-07 07:15:00,spring,15.930574980023124,4.44901503930873,0.04181818881370562,235.26147741759723,1.3306386938058685
Wade,2019-05-08 17:15:00,spring,7.120829859439104,1.7154091179469086,0.01174864621639525,322.8732411058553,0
Wade,2019-05-09 11:45:00,spring,38.22488465367369,8.307456202663356,0.08671182019355958,211.8565633098783,43.99202404066606
Wade,2019-05-13 15:45:00,spring,26.516109285946666,4.163006893364363,0.05950583433879141,154.70336009848054,5.379975728591093
Wade,2019-05-15 17:15:00,spring,6.999988191284772,1.2421236592619271,0.0159515297841797,172.19267003909945,0.006766456053385849
Wade,2019-05-16 17:15:00,spring,7.205999249406643,1.3284041935920854,0.01674456612185233,175.43187477169494,0.003708857694769238
Wade,2019-05-17 16:45:00,spring,6.389980805264239,1.2008893215444278,0.01728019552153189,153.67615868494602,0
Wade,2019-05-18 19:00:00,spring,2.9603076135615614,0.5476424991980121,0.00729243834536609,166.06440090388725,0
Wade,2019-05-19 08:00:00,spring,1.8591157552132385,0.35125684886082276,0.004084658422476591,190.1608988641247,0.042799667680971966
Wade,2019-05-19 17:00:00,spring,34.28196286679442,5.003593089146316,0.1022027860374184,108.2608455131918,71.19410526941017
Wade,2019-06-29 17:00:00,summer,1.045704405182844,0.23494927233728913,0.0034222080685660052,151.81680896999782,1.2055601762237547
Wade,2019-06-30 09:30:00,summer,4.1413006562348365,0.6084109319956353,0.01584881213628002,84.88920311703028,6.649597372453884
Wade,2019-07-06 11:45:00,summer,3.7868595338835527,0.8065966431852133,0.019742207929269364,90.34681645404297,33.6805537431653
Wade,2019-07-11 20:00:00,summer,2.283772003600371,0.5503143836036556,0.007979065142876107,152.51445907008943,4.368209170632477
Wade,2019-07-28 15:30:00,summer,1.2133109133342899,0.4100506274850037,0.004574529078163265,198.21807475988476,3.6326423665011287
Wade,2019-07-31 14:30:00,summer,1.5288624726105724,0.4334005301611745,0.005812298216210716,164.88977094587503,6.260254675096002
Wade,2019-08-07 18:45:00,summer,1.3826578933224967,0.36039942175480244,0.0063211734310983465,126.07777760800181,2.1987685042307916
Wade,2019-08-08 08:45:00,summer,3.7472718242651877,0.6377360935413245,0.02087905746408709,67.54329962406896,14.17614427661923
Wade,2019-08-08 20:45:00,summer,3.6119729270725967,0.5768579562734947,0.018580987720049687,68.6518517598325,5.927832226350045
Wade,2019-08-10 05:15:00,summer,4.100679275688927,0.5981306659313905,0.018335128798643876,72.1380285493096,0.8087196544147098
Wade,2019-08-12 19:30:00,summer,1.7790751399859717,0.299335921447407,0.006736458530156429,98.26058869233974,0.15496830454709296
Wade,2019-08-17 03:15:00,summer,0.9753469788541309,0.20516236758090076,0.003656836591778073,124.06358127024582,0.8630474540862721
Wade,2019-08-28 14:45:00,summer,1.4086288272980025,0.40506197941248107,0.004712202777196509,190.0858000781901,0.4258339826170584
Wade,2019-09-01 22:30:00,fall,5.568634305585921,1.0088193114359163,0.025708689923586613,86.7731985578671,3.1711866617310007
Wade,2019-09-04 09:15:00,fall,3.3675618874533115,0.44916694272479724,0.016672159628974774,59.57555427456135,5.104572777666705
Wade,2019-09-07 16:30:00,fall,8.465801521530905,1.059194305879777,0.04423261640190512,52.95234207770353,11.929747968348673
Wade,2019-09-11 04:00:00,fall,3.832081738158597,0.5209855539807259,0.013166769305010827,87.49809954097252,0.04426824313243056
Wade,2019-09-23 18:45:00,fall,1.4213802157089441,NA,NA,NA,NA
Wade,2019-09-26 11:15:00,fall,2.1768611861144995,0.2171545514580444,0.008289112151550601,57.93127488984245,0.39096814940880426
Wade,2019-09-28 17:15:00,fall,4.453969592848489,0.30251407617334447,0.02124385792745675,31.489398465945026,2.441003111228369
Wade,2019-10-01 16:15:00,fall,32.25014630148669,1.962742032653062,0.17929360862327615,24.207535653395173,2294.1879056557686
Wade,2019-10-04 00:15:00,fall,3.8399776381820883,0.30223806262853375,0.013998447464762592,47.7442912036419,0.43321051215174333
Wade,2019-10-07 02:00:00,fall,19.76387153967417,0.742329712554854,0.09589859756112665,17.117358771386908,32.11973380385094
Wade,2019-10-16 21:45:00,fall,41.010729044216006,0.37048494492334483,0.26874606727455286,3.0484607823947445,42.03738818995378
Wade,2019-10-22 22:00:00,fall,11.251593334897374,0.04984363494470262,0.06389016833185297,1.7251538812213392,2.434423010197088
Wade,2019-10-27 07:15:00,fall,28.12120437026733,0.8854854518479243,0.14013511896756645,13.972901871748633,26.850777641744717
Wade,2019-10-31 02:45:00,fall,3.3109292400455796,0.12175413266366888,0.012779319045184078,21.06823548196781,0.2808448992762711
Wade,2019-10-31 16:15:00,fall,35.33120098329828,1.1531654050592972,0.22986089205478574,11.093757865469401,1299.7427375452887
