site,event_start,season,NO3_kg_km2,SRP_kg_km2,event_NO3_SRP,turb_kg_km2,cluster,DOY,rain_event_total_mm,rain_event_hrs,rain_int_mmPERmin_max,rain_int_mmPERmin_mean,API_4d,q_event_max,q_event_delta,q_4d,q_mm,NO3_1d,SRP_1d,turb_1d,turb_event_max,DO_pre_wet_15cm,Redox_pre_wet_15cm,SoilTemp_pre_wet_15cm,VWC_pre_wet_15cm,VWC_pre_wet_30cm,time_sinceLastEvent,multipeak,PET_mmHR
Wade,2018-04-16T13:45:00Z,spring,0.2812024142416483,0.001837769485886511,338.3609020216583,0.8948057104175569,1,106,17,32.083333333333336,0.12,0.008808290155440416,46.745853749999995,0.185770786,0.162196435,0.5036668142213542,0.8477660577125748,0.40432908364899606,0.0018197951885625685,0.7738505747126436,2.0886666666666667,0.4600809135115823,0.9316285038005252,0.009878186404471384,0.7748030852434369,0.809184148581289,1.3958333333333333,1,0.0771
Wade,2018-04-25T10:00:00Z,spring,NA,NA,NA,191.62645092350027,1,115,24.6,40,0.12,0.010228690228690229,30.30154375,3.318759674,2.493435708,0.42381288778125,28.883700701407186,0.3143903581852912,0.0015515740783718314,2.079451388888889,41.49066666666667,0.415507553481745,0.9370153121386404,0.01718591968892156,0.8664197185438121,0.875093504312648,0.010416666666666666,1,0.0045
Wade,2018-05-20T07:15:00Z,spring,0.017787981651578744,2.550536693007592e-4,154.22233075950007,0.060950649664473056,3,140,8.8,6.166666666666667,0.12,0.02346666666666667,11.84,0.067371502,0.060595988,0.007301319999069941,0.12017648966766467,0.18245128744647995,0.0014524180418846386,0.12677083333333333,1.8599999999999999,0.5093122534927992,0.8167002749179225,0.5168695289540082,0.6342778456585404,0.6301094124246627,14.739583333333334,0,8e-4
Wade,2018-06-14T07:30:00Z,summer,NA,NA,NA,NA,3,165,29,34.333333333333336,0.4,0.014043583535108959,29,0.082316726,0.07870454,0.0012273467070312509,0.19784032859281436,0.2539180320282494,0.0012654141715793944,0.3664954954954955,3.479333333333333,0.801345314868813,0.6451300605238048,0.6248276417758067,0.3823120406258983,0.3296115818596296,24.194444444444443,0,8e-4
Wade,2018-06-18T12:45:00Z,summer,0.014718132590942488,4.848378972603463e-4,67.12871245067562,0.07141249837203592,3,169,24.400000000000002,19.916666666666668,0.27999999999999997,0.020333333333333335,40.54437125,0.038884475,0.037475919,0.010786126713107639,0.09031495664371257,0.19041849023427432,0.004328783522653732,0.10224305555555555,6.366,0.6179468850745561,0.6664684986042233,0.7036322547509194,0.5753564767162793,0.5499697021167494,2.9756944444444446,0,0.0365
Wade,2018-07-25T22:15:00Z,summer,0.021802321261459316,2.932164423685388e-4,164.42451898885108,0.14739800372448503,3,206,38.800000000000004,20.75,0.44000000000000006,0.03104,46.125141250000006,0.037104686,0.036200975499999996,3.9870391536458424e-4,0.06824481952095808,0.42998241497931394,0.0020506149130280404,0.01819444444444444,10.985999999999999,0.7342596561337351,0.4868008121589493,0.9450527590179991,0,0,35.99652777777778,0,0.0251
Wade,2018-07-27T20:45:00Z,summer,0.014030790898763225,2.410539720408228e-4,128.712292507794,0.10642706912117963,3,208,10,1.5,0.24,0.10526315789473684,45.88572750000001,0.064410944,0.063464483,0.003809435726562501,0.053590625299401194,0.2893157490309285,0.0029097130929182694,0.08186805555555556,7.9559999999999995,0.4745276715621908,0.5845212220522062,0.997997914689484,0.5694749805200636,0.6465820048635502,0.7951388888888888,0,0.0677
Wade,2018-08-17T23:45:00Z,summer,0.2560245808704009,0.010348832571168875,54.70694566770411,51.46672630193382,3,229,31.6,13.75,0.5599999999999999,0.038072289156626506,42.282275,2.772501457,2.771625836,7.876157786458343e-4,1.567662920784431,0.29862227768037025,0.0026703982986785594,0.1353472222222222,108.71266666666666,0.5455672678600776,0.5129473779781638,1,0.3262850995287688,0.31244699943424564,20.43402777777778,0,0.0011
Wade,2018-09-03T14:45:00Z,fall,0.5354531070728092,0.016685433426327608,70.96367787595725,136.56720999577178,3,246,51.8,5.916666666666667,0.76,0.1438888888888889,51.8,3.0353313445000003,3.0349517140000004,5.998918541666677e-4,2.9399847985508982,0.30732093345930356,0.0027719484385965447,0.7973611111111111,127.91400000000002,0.7047315930525949,0.5208627091817906,0.94300063831191006,0.20759261892736247,0.15578782952625675,15.48263888888889,0,0.1824
Wade,2018-09-11T01:15:00Z,fall,0.013927735906677377,3.9878775397339777e-4,77.2308607464208,0.17186251034135927,3,254,13.200000000000001,24.416666666666668,0.04,0.008979591836734694,13.200000000000001,0.062976195,0.0620586415,0.0012844648541666674,0.0823138719251497,0.21687850293974867,0.0025670688792463234,0.23352777777777778,8.11,0.7755434225752091,0.5290381681071235,0.8118440521089509,0.24253211982801517,0.25242368544474914,6.871527777777778,0,4e-4
Wade,2018-10-02T03:00:00Z,fall,1.2162407722495765,0.07560397314639389,35.573541598292785,16.00083357473136,4,275,25.200000000000003,28.416666666666668,0.16,0.01473684210526316,33.033795000000005,2.7744276645,2.6902736025,0.10682501455989583,11.848827071856288,0.12239309937863042,0.003829133950364601,0.12001388888888888,4.866,0.6627494617732134,0.4794268931194624,0.6915631744644489,0.44388540690101086,0.542393062622483,4.645833333333333,0,4e-4
Wade,2018-10-06T22:45:00Z,fall,0.12138756272488037,0.00918537452467975,29.223315578277113,0.3873933752974132,4,279,8.200000000000001,19.833333333333332,0.08,0.006861924686192469,10.3777325,0.315403112,0.22648363449999998,0.41170174286067707,2.0019773210658682,0.09821635607813126,0.0038059089885476467,0.1584236111111111,0.3746666666666667,0.512414613256005,0.606726132493354,0.6259159574964605,0.34032828429756357,0.3841442714720207,3.3506944444444446,0,5e-4
Wade,2018-10-11T07:15:00Z,fall,NA,NA,NA,NA,4,284,20.2,12.666666666666666,0.44000000000000006,0.026405228758169936,23.673722499999997,2.819219394,2.714465966,0.15295479438020834,10.49335631571557,0.008051917194605017,0.005157166847341613,0.11125490196078426,4.199333333333334,0.544830845729662,0.6425374181520933,0.8065884799879799,0.420177625853954,0.4613213763991578,2.392361111111111,0,0.0014
Wade,2018-10-15T18:30:00Z,fall,0.0425212187412259,0.007925047782840427,11.864678641567789,0.2976736539556886,4,288,3.8000000000000003,6,0.08,0.010410958904109589,12.133684999999998,0.291133891,0.161259205,0.6352929968242188,1.5531923618083832,0.03597879598609922,0.004414483651674342,0.15829166666666666,0.2986666666666667,0.5232696872479277,0.4664080786143475,0.5994917199938643,0.4875688822794002,0.6401369782922435,2.9166666666666665,0,0.0118
Wade,2018-10-23T11:45:00Z,fall,0.16968598833189882,0.009551062396787938,39.286782758955674,NA,3,296,10.4,24.666666666666668,0.12,0.007003367003367003,11.35,0.2853957935,0.2092174345,0.11560860250390625,2.7190355736556886,0.061185221325039355,0.00307281693679207,0.1633611111111111,0.5913333333333333,0.8340893153999931,0.517621245843406,0.3943639634689503,0.34419902727348084,0.3525583253073726,6.315972222222222,0,0.0036
Wade,2018-10-27T14:45:00Z,fall,0.6489714221731238,0.03819369861027692,37.57387804760611,2.8308681512862575,1,300,18.2,54.5,0.12,0.005557251908396947,26.90373375,0.92222833,0.8163042220000001,0.1681197980390625,8.774868246359281,0.08689419484883855,0.003173132566371705,0.1559375,0.656,0.8004605482969828,0.5105903350415482,0.23708340063209452,0.4452297227390202,0.5662903033374764,1.3159722222222223,1,0.0483
Wade,2018-10-31T13:00:00Z,fall,0.993878362014827,0.03272801298595773,67.15305303115677,4.377021587547287,4,304,8.4,14.416666666666666,0.12,0.009655172413793104,23.5033375,2.167931258,1.8993303789999998,0.4583427948567708,6.969937878,0.11054639609821963,0.003820858603830767,0.2339236111111111,1.1079999999999999,0.7011326158790673,0.5955664372827094,0.24636275460717752,0.7238577511796518,0.8557056713228002,0.4375,0,0.0168
Wade,2018-11-01T15:30:00Z,fall,3.353048897824532,0.1087861376999497,68.15825989219299,63.36672983586242,4,305,25,21.666666666666668,0.08,0.019157088122605366,36.160861249999996,3.298636089,2.108589439,0.7143845405625,19.951188551973054,0.13656550684313323,0.004453874808664533,0.5973125,13.867333333333333,0.6092792491861703,0.7025107682321341,0.31464597478176526,0.8034066060536315,0.849843523395161,0.006944444444444444,0,0.0619
Wade,2018-11-03T01:30:00Z,fall,4.332659104185393,0.14349294244744398,66.76919557698743,72.09210699303345,1,307,29,40.916666666666664,0.16,0.011788617886178862,60.791132499999996,3.701824901,1.122495078,1.4758622775039063,28.916578401332334,0.17690780462164343,0.0056576140809026666,3.332451388888889,28.686,0.4853854692827353,0.6059203068514506,0.3736178467507275,0.8696973184486132,0.8513090603770707,0.006944444444444444,1,4e-4
Wade,2018-11-05T16:30:00Z,fall,3.401807279782104,0.10616480301019235,70.85676382195038,23.96151329539396,4,309,9.4,47.333333333333336,0.12,0.0033040421792618633,55.751687499999996,3.106681314,2.422026304,2.4091560934570313,23.455697271547905,0.15837996766297124,0.003750085478690363,0.7166944444444444,3.6833333333333336,0.31964984051906425,0.5870460403096925,0.22153249272550923,0.8122453677062947,0.848377986413251,0.3194444444444444,0,0.0225
Wade,2018-11-09T17:15:00Z,fall,1.0344531940489057,0.034771542228988955,65.78684466254717,6.881699970974173,1,313,17,21.583333333333332,0.08,0.013076923076923078,24.33913,2.282817198,1.923939738,1.2771115176315104,9.005615140634731,0.14323928247431597,0.0038340993745306774,0.7020694444444444,2.707333333333333,0.4862051527522749,0.49744300438111244,0.3348342294633585,0.5818764640475846,0.7167209522569942,1.2256944444444444,1,0.0251
Wade,2019-04-06T12:30:00Z,spring,1.796748146496488,0.011458484255313124,346.7465897994275,0.1276025787433945,4,96,0.8,2.9166666666666665,0.04,0.0044444444444444444,4.92611125,1.41077027797576,0.40840961250008,1.4984002031226749,6.044358280420615,0.3239323353887371,0.0014163317937862705,0.032381944444444435,0.12333333333333334,0.3309390908022324,0.49708411897168436,0.007664629025076015,0.6823167782060436,0.6503812161169387,0.8333333333333334,0,0.0206
Wade,2019-04-07T12:15:00Z,spring,14.296734259140415,0.10759380556283556,293.83379312276685,31.60808565871197,1,97,14.8,41.833333333333336,0.08,0.005884691848906561,18.049,3.02399543779714,1.9163413113213301,1.3748083745833573,49.60574995003446,0.29734495764705726,0.0018561653127472228,0.02010416666666666,4.448,0.3197243906191668,0.4855355308500337,0.005984401260867978,0.6963242980548475,0.6696565661557763,0.07291666666666667,1,0.28
Wade,2019-04-11T11:45:00Z,spring,NA,NA,NA,NA,4,101,5.8,0.5,0.32,0.16571428571428573,18.56857,1.83673222279889,0.8159507963820201,2.48071678590985,7.319665076183058,0.3167148576615783,0.0019127397552096915,0.05749305555555555,0.196,0.34343232490568526,0.6042005288963029,0.010465008632089413,0.6867285092633888,0.6761326188226263,0.059027777777777776,0,0.4828
Wade,2019-04-12T13:30:00Z,spring,NA,NA,NA,NA,1,102,1.8,0.9166666666666666,0.2,0.03,10.94413,4.25237091914666,3.09361843377075,2.2233654390042004,35.95157767483957,0.3040549214250917,0.0014306641599059948,0.04755555555555529,15.264666666666667,0.3297768367540434,0.48231729299383375,0.011211776527292987,0.6857975730907002,0.6801628455228783,0.1388888888888889,1,0.3319
Wade,2019-04-14T17:00:00Z,spring,17.56160387312385,0.08142445877931107,476.93748982445715,97.25339748449028,4,104,16.2,45.416666666666664,0.24,0.0059340659340659345,22.54863625,4.00377802951008,1.0191951610532102,2.476575731466996,44.022632391990925,0.4203455615001795,0.0012403510753338045,0.6055649447261631,15.739333333333335,0.3161430313734119,0.6560482870999769,0.017302630843315802,0.6644578889491526,0.767550159919572,0.020833333333333332,0,0.006
Wade,2019-04-18T14:30:00Z,spring,27.716103904755688,0.11908273925059859,514.677911555402,918.6123464620115,1,108,28.400000000000002,54.25,0.27999999999999997,0.00871165644171779,41.978112499999995,5.41669423932204,2.86654672294166,2.9429939139289214,68.94885896340818,0.32845804852761556,0.0015423134024478426,0.17746527777777776,306.85866666666664,0.33789000175676887,0.6299033296852949,0.018796166633722945,0.7125799500130721,0.7393684012781445,0.04861111111111111,1,0.0748
Wade,2019-04-23T10:45:00Z,spring,12.702650152966708,0.0814378903602789,344.9212789816495,42.566037647218515,1,113,12,32.916666666666664,0.12,0.006060606060606061,33.177162499999994,3.53720117468468,0.74424437987303,3.6207543343850563,35.016717979308766,0.40771660734805876,0.002060113851096916,0.6910486111111112,75.126,0.18785533296663223,0.6289863707270873,0.27514910270981463,0.7219915657948806,0.8068721379374026,0.003472222222222222,1,0.4333
Wade,2019-04-26T09:45:00Z,spring,13.141175362480082,0.09998188965950013,290.64645849361034,52.79785476214841,1,116,31.400000000000002,47.916666666666664,0.12,0.010902777777777779,41.94215,3.93904964432269,1.3199392016871703,3.008754533213848,47.59913232572056,0.3279246347965571,0.0017690056287548135,0.07966351010103716,12.832666666666666,0.23828515471402528,0.5957757270089652,0.27875274319525584,0.6808079121646347,0.7648869196699214,0.7604166666666666,1,0.0804
Wade,2019-05-01T15:45:00Z,spring,5.459579152383338,0.03842759856130762,314.1724414347224,1.9914990551737561,1,121,9.8,11,0.12,0.01473684210526316,11.10321,2.61911044263552,1.5007652247887,2.2898033187379845,21.75933564850164,0.2511347552028332,0.0014341564705269041,2.0833333333332402e-4,1.0466666666666666,0.3881780240375979,0.5857182432341492,0.20080420600780263,0.6327342112474466,0.6627250937520409,0.1423611111111111,1,0.0544
Wade,2019-05-03T11:45:00Z,spring,7.932301050832799,0.06946487106288561,252.51438279694761,9.873922330500248,4,123,14.600000000000001,21.5,0.12,0.011274131274131275,23.5015,3.15075644394254,0.6158892607870698,2.0490282490614375,28.730920814313187,0.2579271724552021,0.0018366875849555554,0.0016736111111111019,6.663333333333333,0.32455076248914805,0.5706984234791159,0.2564561961130073,0.6169288242632514,0.656902567074983,0.03125,0,0.0628
Wade,2019-05-07T07:15:00Z,spring,4.4067402698043345,0.04181818881370562,233.02601077088573,1.3306386938058685,4,127,8.200000000000001,6.083333333333333,0.08,0.022162162162162165,20.10893875,2.85916466457893,0.3090166392856051,2.696050769104298,15.930574980023124,0.28851642488390256,0.00249174200979268,7.291666666666574e-4,0.8906666666666666,0.21241878088075422,0.5781004296194999,0.42619480385977554,0.6430571950428758,0.66213956945647,0.8368055555555556,0,0.0149
Wade,2019-05-09T11:45:00Z,spring,8.201081862779896,0.08671182019355958,209.14380726009716,43.99202404066606,1,129,30.6,17.75,0.27999999999999997,0.028598130841121495,37.630475000000004,3.64343924489577,2.728518555647832,2.384612526046624,38.22488465367369,0.23892494879335285,0.0015061536817506686,3.1249999999999074e-4,11.405333333333335,0.3983060175667969,0.5723739562919192,0.3029427269555791,0.6047038720118654,0.6614576630230375,0.003472222222222222,1,0.5419
Wade,2019-05-13T15:45:00Z,spring,4.093248523700549,0.05950583433879141,152.11103814023787,5.379975728591093,4,133,19,15.25,0.08,0.020652173913043477,43.92389125,2.9393921073933154,1.7697588140973752,2.309758263909047,26.516109285946666,0.18672174290181714,0.0016656527190203332,0.002083333333333324,1.4386666666666668,0.2616568550110556,0.40642981868874817,0.3722811310111227,0.6090218219727022,0.6658384698263635,1.2048611111111112,0,0.0798
Wade,2019-05-16T17:15:00Z,spring,1.3120501987622215,0.01674456612185233,173.27213153477274,0.003708857694769238,1,136,2.2,2.3333333333333335,0.04,0.015172413793103448,18.18147,1.83647507517158,0.4627731395510699,2.205029528825299,7.205999249406643,0.17634820917812163,0.0021707728913578036,9.374999999999911e-4,0.026,0.23915421578784815,0.3512058273431562,0.3935587738007179,0.5973791646367894,0.6774819649451532,0.4618055555555556,1,0.0441
Wade,2019-05-17T16:45:00Z,spring,1.1870587859521347,0.01728019552153189,151.9062840226869,0,4,137,0.4,0.8333333333333334,0.04,0.007272727272727274,9.9834575,1.54130019118166,0.3068658877317849,2.2011451322938718,6.389980805264239,0.18003591120021684,0.002259448827686398,4.1666666666665764e-4,0,0.20172511467773746,0.35480058449264096,0.4149351194839949,0.5923766657055571,0.6549023678550249,0.1284722222222222,0,0.0161
Wade,2019-05-19T08:00:00Z,spring,0.34757643530585247,0.004084658422476591,188.16842312429318,0.042799667680971966,4,139,2.6,2.1666666666666665,0.2,0.01925925925925926,4.9655000000000005,1.33743757283536,0.388512030651854,1.704273131237516,1.8591157552132385,0.18539003712089938,0.0024060150615432766,-8.980807995421595e-18,0.09666666666666666,0.2998387148093985,0.3363268697120421,0.43016225527405194,0.5849291763240478,0.635964354346819,0.0625,0,0.0394
Wade,2019-05-19T17:00:00Z,spring,4.930319643923111,0.1022027860374184,106.67545577581767,71.19410526941017,4,139,27.8,45.166666666666664,0.8400000000000001,0.010239410681399632,32.517225,3.5026148824049903,2.6369329599249762,1.5704555554286328,34.28196286679442,0.18331910333904827,0.0023289202356545024,0.006874999999999991,60.586666666666666,0.2237644944767504,0.3249197889579984,0.44981164285813335,0.582719485910882,0.6315677434010897,0.06944444444444445,0,0.0864
Wade,2019-06-29T17:00:00Z,summer,0.23522655571201345,0.0034222080685660052,151.99598074062004,1.2055601762237547,3,180,10.4,3.5,0.72,0.04837209302325581,14.510175,0.552087206731289,0.435632313521793,0.17602434297677402,1.045704405182844,0.22617754533455797,0.00256794875268723,0.21672916666666667,2.44,0.5956384604521636,0.08043174573991242,0.7999793479926168,0.32768712616265616,0.46571328500465364,38.27777777777778,0,0.0408
Wade,2019-06-30T09:30:00Z,summer,0.605838230297611,0.01584881213628002,84.53024408865323,6.649597372453884,1,181,12.6,12.916666666666666,0.64,0.016153846153846154,26.47871625,1.26764207769791,0.899986599373623,0.18907027987069486,4.1413006562348365,0.2254608216942505,0.0029884984621761554,0.7423125,4.796,0.5564555891688113,0.10960654357243899,0.8420125117121975,0.38312092066308995,0.5393332948169037,0.125,1,0.0161
Wade,2019-07-06T11:45:00Z,summer,0.8082611168297454,0.019742207929269364,90.53325399519278,33.6805537431653,3,187,19.2,7.416666666666667,1,0.04266666666666667,19.2,2.62295137264033,2.5039736746368364,0.12886032304697712,3.7868595338835527,0.26587360251052994,0.002504039031132497,0.9796319444444445,41.87466666666667,0.5783334720141602,0.039771824500251615,0.8787097662159867,0.255284161519149,0.33461937674067666,4.927083333333333,0,0.0647
