site,event_start,event_end,FI_NO3,FI_SRP,FI_turb,HI_NO3_cv,HI_NO3_mean,HI_NO3_sd,HI_SRP_cv,HI_SRP_mean,HI_SRP_sd,HI_turb_cv,HI_turb_mean,HI_turb_sd
Hungerford,2019-03-30 15:45:00,2019-04-02 08:15:00,0.08645354957935991,0.9676713650470581,0.8822020464483227,-0.9831057683507887,-0.10876695594824917,0.10692942179867988,0.93329996276016,0.11567395948617282,0.10795850208076535,1.89980775711722,0.06379118898811305,0.12119099567534776
Hungerford,2019-04-02 08:45:00,2019-04-05 08:15:00,-0.9380844434260898,0.3837293300179349,0.3404817723078274,0.6730243254963784,0.39025200411407746,0.26264909184248686,1.203867528695515,0.14990214479197198,0.18046232459686856,2.9267124265352082,0.03343395995060197,0.09785158605570726
Hungerford,2019-04-05 08:15:00,2019-04-07 13:45:00,0.6910000794592714,0.05511055462192494,0.01169585221906766,-0.9785189083363774,-0.2832811355823662,0.2771959475423463,3.449562282219606,0.09957874512245543,0.3435030832851818,-3.591770363327301,-0.08005859049129758,0.28755207265639954
Hungerford,2019-04-07 13:45:00,2019-04-11 17:45:00,0.5519170409975465,0.3894378617451512,0.5320553011854592,-0.502396708113649,-0.5265821227054261,0.2645531249987037,-2.5481823986863903,-0.0552651509249111,0.14082568484760535,-1.2908833818622087,-0.10026138067834839,0.1294257501602407
Hungerford,2019-04-12 14:30:00,2019-04-14 16:45:00,-0.6326577042338808,0.811006718691072,0.5854015809446966,0.5871429278630568,0.48636477551076107,0.2855656383028466,-4.838649279461532,-0.03717968755637843,0.1798994684052754,-2.791346882273335,-0.04740056187503795,0.1323114106078915
Hungerford,2019-04-14 18:15:00,2019-04-16 15:45:00,0.11373654912755722,0.976985441150684,0.6262045288792114,-0.8319375684894226,-0.34355964488700097,0.2858201755983811,-3.601489297544368,-0.03214758874545459,0.1157791968086125,-31.103000199219775,-0.00468074558358091,0.14558523081861413
Hungerford,2019-04-19 20:00:00,2019-04-21 16:30:00,-0.3039610976074862,0.9362600698512228,0.7684065274823634,-0.5179144158799796,-0.4841970766434704,0.25077264612059663,7.3286633024417505,0.008927889416349217,0.0654294955338566,1.4062722058716755,0.10018258369668305,0.14088398296505822
Hungerford,2019-04-23 23:00:00,2019-04-26 03:00:00,-0.5205126353665088,0.0051586402853579455,0.14477314905015656,16.099483046905867,0.004785814588836694,0.07704914083861113,2.4205369403278474,0.060426921264674624,0.14626559511142725,1.0255836032288779,0.18245860880563577,0.1871265574590122
Hungerford,2019-04-26 11:45:00,2019-04-28 22:15:00,0.10946608718224093,0.954298729638219,0.7634273621544819,-0.465750570721595,-0.5444821851374848,0.2535928884755247,0.6133773736968979,0.2123444423847454,0.1302472763890874,1.0289513032457875,0.11744389954758114,0.12084405349775097
Hungerford,2019-05-01 21:15:00,2019-05-06 12:15:00,-0.3131524199485314,1,0.9002385356290916,-0.7664313486626111,-0.3866192889639452,0.29631714305961626,-0.8799917232847474,-0.1416142103263116,0.12461933298665961,-1.5888550841916522,-0.06882247237834453,0.10934893514497226
Hungerford,2019-05-07 06:45:00,2019-05-08 10:45:00,-0.4500440791745689,-0.6371641973914984,0.7176253367236317,0.5412044940961377,0.5693652868258379,0.30814305201247993,13.851801559815014,0.024311951775866952,0.33676433153110125,-0.679786140761862,-0.31497939403557207,0.21411862669095139
Hungerford,2019-05-10 01:15:00,2019-05-11 16:30:00,-0.22587978050841323,0.9095795183167562,NA,-0.4258596129325816,-0.5027605288176099,0.2141054042000474,0.5091766593977063,0.2978297108707328,0.15164793725054446,NA,NA,NA
Hungerford,2019-05-13 22:00:00,2019-05-16 08:15:00,-0.7053453228274089,0.7643665482084959,0.5596827856310089,-1.6067314498841616,-0.16022222162724148,0.2574340824587992,0.9280189107002029,0.3258094635267793,0.30235734343793924,0.9544990074142045,0.1147082112941718,0.10948887382254582
Hungerford,2019-05-17 07:00:00,2019-05-18 07:15:00,-0.17217982988049307,-0.2883089174488916,-0.695859273642202,0.6186840740845837,0.5296554456053519,0.32768938894820476,-0.7855863288570456,-0.4417626373719524,0.3470426885192384,-0.6592804423759409,-0.26056025578810127,0.1717822807015677
Hungerford,2019-05-19 07:00:00,2019-05-21 13:15:00,-0.44705611845838555,0.8993990966627747,0.5329213716703198,-0.9101557880826241,-0.24505844149889544,0.22304135894872681,-1.4285066831326645,-0.07298782898007412,0.10426360148537986,-3.110493037519168,-0.032943465085186086,0.10247041877922713
Hungerford,2019-07-12 00:00:00,2019-07-13 05:30:00,-0.011945269914882622,0.0029578277686187794,0.06406709498091374,-0.5506193234709869,-0.5947040872742497,0.3274555622003781,-0.9128072181744976,-0.35841728694765745,0.3271658866443419,-0.9535086130433794,-0.3040694373320832,0.2899328274593954
Hungerford,2019-07-30 16:00:00,2019-07-31 14:30:00,-0.04771543588395197,0.06653207241810412,0.09837943712732868,-1.4421503245620004,-0.2861993974747201,0.41274255395761655,-1.4823809497304006,-0.24620019141257643,0.36496247356998146,-1.9342336426708702,-0.16496378086695956,0.3190784947750584
Hungerford,2019-08-08 06:15:00,2019-08-09 15:30:00,0.12612867149100765,0.15707801838691038,0.13055260666576035,-0.19124520066439119,-0.8265444465725524,0.15807265854280594,-0.4543795104828517,-0.5244532511198889,0.23830081151499521,-2.208766145045895,-0.08846225518748549,0.19539243437252854
Hungerford,2019-09-02 07:00:00,2019-09-05 09:00:00,0.42189322731038686,-0.07567911779108526,0.30499948404506977,-0.23495692555933553,-0.6759642971010887,0.15882249303474907,-0.6056266525883147,-0.33992657668317705,0.2058685947624376,-1.1631229148723725,-0.09482378966542536,0.1102917226348943
Hungerford,2019-10-01 17:45:00,2019-10-03 23:30:00,0.741917638932948,0.9474445640305479,NA,-0.5300824415192085,-0.7042251782053849,0.3732974018424101,-0.6806592115644763,-0.1985715786319833,0.13515957415075916,NA,NA,NA
Hungerford,2019-10-07 07:45:00,2019-10-09 09:45:00,-0.15475569609794954,0.8190865096210624,NA,-0.18430297513489113,-0.5966976581131183,0.1099731536462698,-0.4667183392711535,-0.533436692300519,0.24896468713679556,NA,NA,NA
Hungerford,2019-10-17 03:00:00,2019-10-19 15:30:00,0.379849200457404,0.9465582618863211,0.8510666905254702,-1.327117545212467,-0.28239305863952846,0.37476878276673126,5.383413948316022,0.03096584227127584,0.16670194720454024,1.1273984562837742,0.12408308328044612,0.13989107654130595
Hungerford,2019-10-23 01:15:00,2019-10-25 01:30:00,-0.2928352597387557,0.4490472047931597,0.19616235400226215,1.1364123838392388,0.3450318829852289,0.39209850464378526,-0.7016185234101289,-0.38882263921620763,0.27280516599530485,-0.7985407232706229,-0.3786428138385117,0.302361706423829
Hungerford,2019-10-27 09:15:00,2019-10-29 19:15:00,-0.543910376434569,0.9892017376159635,0.6967759786826311,-6.544672859253066,-0.051452190319719544,0.33673775353459184,-0.6010799879163742,-0.41907298257781184,0.25189638330395003,-2.2754960740403334,-0.07362761157706554,0.16753934108457924
Hungerford,2019-10-31 04:00:00,2019-11-02 18:15:00,-0.8713589601580761,0.9129217244802992,0.3530531068458713,4.150251462368154,0.036529354236073175,0.151606005837627,2.38094562995866,0.10511734409597348,0.2502786810581688,0.9295639289129466,0.2849998487869469,0.26492557917799003
Wade,2017-08-03 14:45:00,2017-08-04 12:09:00,NA,NA,0.9242619659502977,NA,NA,NA,NA,NA,NA,-0.6558757754384749,-0.10702840237495215,0.07019733640161284
Wade,2017-08-05 11:00:00,2017-08-07 12:09:00,-0.7476097844175409,0.3532785056363258,0.24220329519578587,0.25368066264696726,0.3218970848906086,0.08165906579917666,-0.4907574144144012,-0.4672893551465843,0.22932571571511057,0.6474636239235336,0.24738609358046754,0.16017349665789593
Wade,2017-08-07 22:30:00,2017-08-09 01:09:00,-0.48700741660024954,0.5500838464024054,0.37753990557770684,0.566909512532256,0.3902143997774338,0.22121625516089183,0.6422321641610871,0.26446414326704887,0.16984737907340458,0.39453066188278896,0.5433792620210262,0.21437977989853685
Wade,2017-08-11 21:45:00,2017-08-12 22:39:00,NA,NA,0.17825195256692333,NA,NA,NA,NA,NA,NA,1.365304862286906,0.10838356389845966,0.14797660678255053
Wade,2017-08-13 05:15:00,2017-08-14 10:54:00,-0.7815683074447084,0.12186945980108595,0.045150236438220206,0.480401896142008,0.3888330010650611,0.18679611099424276,-35.17448263679443,-0.008231552844428251,0.2895406126001973,1.1082582665210887,0.23090945157557374,0.25590730852648064
Wade,2017-08-15 15:15:00,2017-08-17 02:09:00,0.37753593391819074,0.8302141753005151,0.9703917861039314,5.037286368123976,0.04654487504827796,0.23445986458672433,-16.14099982558617,-0.01039729861137303,0.1678227950727394,0.6100826377374834,0.12403195272023101,0.07566974087928936
Wade,2017-08-18 05:00:00,2017-08-19 14:39:00,-0.5393436081503811,0.23283313512895681,0.309828238997659,0.8196213211772263,0.19843090857743678,0.16263820345063615,-0.7059892686138673,-0.21449511931312001,0.15143125240511382,0.8053001271602699,0.15113301430576317,0.12170743563854597
Wade,2017-08-19 15:00:00,2017-08-21 10:24:00,0.18322824048866077,-0.03705858398460135,0.9871556926462866,-2.4142730706732265,-0.09345918498955047,0.22563599352733912,-0.6218574304333617,-0.28498312924701524,0.17721887647040752,-4.28660489244659,-0.030622518005648136,0.1312666355020451
Wade,2017-08-22 15:30:00,2017-08-24 10:30:00,0.16079128245005758,0.8364727676215828,0.19487226217526912,0.5149730771966748,0.49404819956510854,0.2544215216135209,-1.2471994481925621,-0.10746640483769661,0.1340320408128137,0.9814834192997325,0.1942279312954091,0.19063149413133165
Wade,2017-09-03 11:00:00,2017-09-05 04:30:00,-0.5706083704012543,0.8775370592060853,0.3188101079461624,0.5822791340351017,0.48889745722146544,0.28467478802287804,-0.5426497600577914,-0.2773204362119893,0.15048786816955806,0.6134901373930511,0.3685404413533627,0.2260959260007702
Wade,2017-09-05 10:45:00,2017-09-06 10:45:00,-0.9446800770802987,0.8419008595331637,0.7533519888165565,0.4586862154945164,0.39686483992988164,0.18203643149027443,-0.22626142864812274,-0.40982124446124535,0.09272674026215293,0.3971714527332539,0.45267322411156846,0.17978888203383744
Wade,2017-09-08 17:30:00,2017-09-09 01:15:00,0.5966475378340006,0.32820402739986243,0.19965394753886945,-0.6431316955540708,-0.3778067466931526,0.24297949359253457,-1.311760081863906,-0.2403323203537849,0.31525834422182336,0.3850690639806503,0.45827758836721566,0.17646852199587348
Wade,2017-10-08 11:15:00,2017-10-09 07:00:00,-0.14838456472397152,0.8789451198382526,0.07442773239530096,0.5153444138636902,0.3541471838952787,0.1825077729059889,-1.281708313602465,-0.12861311648180968,0.16484450063305767,0.9103944442415697,0.2091894075790914,0.19044487445419012
Wade,2017-10-09 10:15:00,2017-10-10 12:45:00,0.39787827448860935,0.6910303909126178,0.6225998770012895,-0.7589755847977515,-0.3020083853695785,0.22921699089970057,-0.4430254766626983,-0.34117434006796493,0.1511489246336917,0.3482133133448639,0.5299548723741225,0.18453734203264768
Wade,2017-10-24 16:15:00,2017-10-25 20:00:00,0.42307692307692313,0.49143872376700337,0.9957821031560775,0.2764003592426616,0.7497091380246544,0.20721987507752065,-0.26506235293426184,-0.47065629488740457,0.12475326494617724,0.37721719636856826,0.12889803905071803,0.048622556908118085
Wade,2017-10-29 10:00:00,2017-10-31 12:30:00,-0.7469801703527443,0.9219600868901192,0.8847857347417168,-0.18402825666827452,-0.4764108690963343,0.08767306169761593,0.5680210335258942,0.14401829102609098,0.08180541851527322,0.6999569448640294,0.2221942091471277,0.15552637980110268
Wade,2017-11-01 19:15:00,2017-11-03 06:45:00,-0.9032889726388836,0.9440258466957715,0.7597202162400691,-0.34173018045038817,-0.13781677505771914,0.04709615140956491,-0.30277740093187216,-0.3613643770321161,0.10941296686714923,0.18610232457091921,0.5159069462305693,0.09601148195579318
Wade,2017-11-03 07:00:00,2017-11-05 01:30:00,-0.5403673812947184,0.3224503321027744,0.6108050828014091,-0.24828083231824633,-0.3811901907123898,0.09464221782162319,1.5948386216059358,0.09857246714535106,0.15720717763038808,1.9181576861065688,0.07555974101347418,0.14493549798521724
Wade,2017-11-05 18:30:00,2017-11-07 23:45:00,-0.847555101152369,0.7353454345956232,0.8965279374272184,-0.2860752559891105,-0.4184840172492601,0.11971792236193342,0.4095418133989076,0.27108571703069767,0.11102093613929506,0.5813341540076397,0.2268590522833584,0.13188091523812104
Wade,2017-11-16 06:00:00,2017-11-18 01:00:00,-0.7635182016371787,NA,0.43356746607141117,0.6494070437880258,0.13250333247415566,0.08604859743410335,NA,NA,NA,0.6951037831425176,0.21645531495799705,0.15045890830860895
Wade,2017-11-19 00:00:00,2017-11-20 13:00:00,NA,NA,0.6447566395745332,NA,NA,NA,NA,NA,NA,0.37169514216643457,0.5298741000402746,0.19695162894478144
Wade,2017-11-21 13:45:00,2017-11-23 07:45:00,NA,NA,0.21064438860890805,NA,NA,NA,NA,NA,NA,1.4024468163644819,0.14073995080276133,0.19738029593862644
Wade,2017-11-25 13:00:00,2017-11-27 14:00:00,-0.6846737316258432,0.7319967717345947,0.3380974223478765,2.968642120325829,0.06983671403943449,0.2073202108426154,3.428746009961882,0.0903901601496934,0.30992490095307673,0.4446893462172944,0.4987338472539184,0.22178162847178093
Wade,2017-11-27 23:30:00,2017-11-28 17:30:00,0.5691064822537795,-1,0.16235071097118145,-1.0035358943549053,-0.18517053834654013,0.18582528180777444,4.759375667874406,0.03379202277393505,0.16082893095852427,-1.188077752010782,-0.1018540343437607,0.12101051215636419
Wade,2017-11-28 22:45:00,2017-11-30 12:30:00,-0.7898290757652082,0.4955117340488332,0.7562461907922856,-0.9597055811273867,-0.18405552276402343,0.17663911243395206,-1.459666424262144,-0.14141527719212188,0.20641913199506448,0.5786013052625905,0.25819544165851027,0.14939221955646506
Wade,2017-11-30 21:00:00,2017-12-02 02:45:00,-0.23480718543704238,0.5483956108241109,0.15062688098531476,0.4335715099464393,0.5152750571516405,0.22340858456697454,-4.866559546013606,-0.03650062513673398,0.17763246569463695,0.5800922507842629,0.37106581053665205,0.2152524012232933
Wade,2017-12-05 13:00:00,2017-12-07 02:15:00,0.19259665211018442,0.7303054266447099,0.23685982564934055,-0.19884663906126784,-0.8089669908644463,0.16086036724490252,0.3914716455971028,0.37162770830667313,0.14548171052029343,0.42176864579712864,0.5017013122722852,0.2116018830717241
Wade,2018-04-12 12:45:00,2018-04-13 15:15:00,-0.4137817027591441,0.7371462275599995,0.03403846986028376,-0.32718017267340005,-0.32500301973659024,0.10633454411679404,-0.6531906842174213,-0.3335006688030148,0.21783953004240886,0.6656750360857587,0.2664350629443155,0.17735917013996863
Wade,2018-04-13 15:30:00,2018-04-15 04:15:00,-0.26386798623684016,0.8335380829866947,0.897660643208161,-0.24212019708168192,-0.4316981564105893,0.10452284270993062,-4.610020902736669,-0.051926409569287534,0.2393818335184809,0.6588839900967205,0.2514997651105163,0.16570916874440494
Wade,2018-04-16 13:45:00,2018-04-18 05:00:00,-0.6888356352037596,0.6349822560401926,0.508266279134665,1.0691109105462813,0.15710446762098634,0.1679621004291615,-0.9155082090218356,-0.2297998369055944,0.21038363711895067,0.37865244982859286,0.5106482301208574,0.19335820333589768
Wade,2018-04-22 10:45:00,2018-04-23 10:30:00,-0.8950485771012272,-0.12350105831413041,0.7757468597258269,-1.066552887293963,-0.05786981206724671,0.061721215147480996,-0.3476530286879536,-0.4864943847315538,0.16913124629160722,0.3788100519237028,0.3925389606168423,0.14869770405334237
Wade,2018-04-23 10:45:00,2018-04-24 10:00:00,-0.4725093305878128,0.5119066429246025,0.5924968531388504,-0.6289754864090539,-0.39400150063221884,0.247817285506047,-0.9950446622972825,-0.11087864541209602,0.11032920428005921,0.37656928680766744,0.5302298516298029,0.19966827707237017
Wade,2018-04-24 10:15:00,2018-04-25 09:45:00,-0.06750551738780708,0.5187140241906628,0.510596040286205,-0.24341847633173427,-0.7170231709482174,0.17453668776676373,-0.2523682750034223,-0.4432344919184087,0.11185832414746712,0.24276537948077478,0.5786868523255423,0.14048513330534534
Wade,2018-04-25 10:00:00,2018-04-27 12:45:00,NA,NA,0.37275341471228673,NA,NA,NA,NA,NA,NA,1.6919131408475843,0.15461068058523128,0.2615878421975413
Wade,2018-04-27 13:00:00,2018-04-28 06:15:00,NA,NA,-0.012828088180922181,NA,NA,NA,NA,NA,NA,0.4375650721669412,0.351672972624617,0.15387980964565326
Wade,2018-04-28 11:30:00,2018-04-30 08:15:00,NA,NA,0.9059128803382899,NA,NA,NA,NA,NA,NA,-16.195656289844383,-0.008286484294544162,0.13420505148563086
Wade,2018-04-30 08:45:00,2018-05-01 02:15:00,NA,NA,0.10761133010712676,NA,NA,NA,NA,NA,NA,0.44907722008777284,0.4526986120144807,0.20329663422105623
Wade,2018-05-01 12:30:00,2018-05-02 09:15:00,NA,NA,0.4455289309512046,NA,NA,NA,NA,NA,NA,0.8420200249345602,0.22552066971364268,0.1898929199355401
Wade,2018-05-02 09:30:00,2018-05-03 09:45:00,NA,NA,0.6752490583975653,NA,NA,NA,NA,NA,NA,1.206776110576318,0.07864591719112,0.09490801406060698
Wade,2018-05-03 10:00:00,2018-05-04 15:00:00,NA,NA,0.9265299818357985,NA,NA,NA,NA,NA,NA,-3.4049598480183167,-0.015669829422953644,0.05335514001045319
Wade,2018-05-04 15:15:00,2018-05-05 13:30:00,NA,NA,0.647056342814745,NA,NA,NA,NA,NA,NA,2.384857979711061,0.044115540245029373,0.10520929818262276
Wade,2018-05-20 07:15:00,2018-05-21 02:50:00,-0.6674690639040565,0.37348478067507074,0.49441470459794246,0.6595286469052309,0.2302111585602765,0.15183085390774473,1.441992652720996,0.13382063900057015,0.19296837822125093,0.37998100642893273,0.461782762656862,0.1754686789058874
Wade,2018-06-18 12:45:00,2018-06-19 22:20:00,-0.5933388860069829,0.4850293157934137,0.11593758059722366,0.5579603818918862,0.2552848612448597,0.14243883867139912,2.213773542307734,0.08957661317905494,0.19830233626532612,0.45083959122223466,0.18223052892512093,0.08215673716881312
Wade,2018-07-25 22:15:00,2018-07-27 01:40:00,-0.2362348217181821,0.4462694566845065,0.7718272810665433,0.40248435884466605,0.4993088182933411,0.20096398959628325,-0.42558219272654474,-0.3644828447302585,0.15511740827151216,0.9322861879475407,0.33618396627030817,0.3134196683632302
Wade,2018-07-27 20:45:00,2018-07-28 13:20:00,-0.2104461158480747,0.35912441589726224,0.6803851025387555,0.44335019342145504,0.30882858658638745,0.13691921359714945,-0.45045745247410546,-0.40179848472064744,0.18099312183521862,0.4420485084322192,0.34177933823651413,0.151083046680402
