site,event_start,season,rain_event_total_mm,rain_event_hrs,rain_int_mmPERmin_max,rain_preEvent_7d,q_event_delta,q_preEvent_mean_1d,time_sinceLastEvent,PET_mmDay,q_mm,NO3_kg_km2,SRP_kg_km2,event_NO3_SRP,Redox_mean_preEvent_3,VWC_mean_preEvent_3
Hungerford,2019-04-23 23:00:00,spring,-0.5508600585419292,0.5262356353287648,-0.7343418559535597,0.4681025208575318,-0.8312677839805229,0.624448035356261,-0.0772809551167479,1.4260202550689165,0.2461678028396611,0.14310957445441871,0.3008192958417645,-0.2492062521836294,-0.14444908746172586,0.6598589840499706
Hungerford,2019-04-26 11:45:00,spring,0.7821587013437585,0.6727362348032511,-0.3190442128845021,0.7111500070056405,1.3541704032470958,0.6502168441830496,-0.8636709780302826,-0.4117465077955105,1.0036465737215925,0.9117959712928777,0.7557385854048926,-0.30867104755368635,-0.31463726467235004,0.6547199988555593
Hungerford,2019-05-01 21:15:00,spring,0.31843782105987994,1.1818908715375196,-0.7343418559535597,0.6608788883981596,0.35263356325645745,0.4900646302304908,0.09433523106433038,0.38063034410562135,1.1463383204401207,0.9856210532902351,0.1410947463705383,0.41099787922818054,-0.5396759213461334,0.6544383051440112
Hungerford,2019-05-07 06:45:00,spring,-0.579762390010678,-0.94235062337714115,-0.3190442128845021,0.12955243766720212,-1.0177929885224895,0.5210678837761262,-0.6292450655789674,0.4118649702249098,-0.5554003608860055,-0.4575877336330147,-0.9835782655085119,0.8207593280995861,-0.7658034057934051,0.6185737886039939
Hungerford,2019-05-10 01:15:00,spring,1.3015737624539674,0.2996357224412156,0.20416893992938687,0.06748594526590838,1.7479562039742869,0.28435976393418994,-0.28231915406910757,0.18465635022197976,0.9794563393026264,0.7414257860092937,1.1294867691888868,-0.8183982399266101,-0.7341007162733364,0.6158130502277185
Hungerford,2019-05-13 22:00:00,spring,0.40055883105085893,0.7303076503619071,-0.3190442128845021,1.2762041770946206,0.5987088778343254,0.6308117018942286,-0.08881391266572057,0.9700087702306075,0.6975959276130375,0.6867855888436685,0.10654568837563227,0.27731699471309784,-0.7803197028946437,0.6264255154539584
Hungerford,2019-05-17 07:00:00,spring,-1.320647275952272,-1.3517720793554595,-1.4442978660517591,1.479489151619596,-1.5960045020795535,0.6085411912732434,-0.543507995861512,1.106569098528879,-0.6956044340120465,-0.37395588043250705,-1.2448270243701194,1.1566792907331322,-0.8363255271592174,0.6172997325226997
Hungerford,2019-05-19 07:00:00,spring,0.47659101060266446,0.1393095739566218,1.1008678073118976,0.38584048626617895,1.0795270026976944,0.4237476210316851,-0.5244690128645806,0.8085846408020559,0.5520251187441739,0.48527571336313996,0.8179970915483052,-0.6224022148745673,-0.8640076413820176,0.6025610128989222
Hungerford,2019-07-12 00:00:00,summer,0.7505880590921479,-0.4359788579319289,2.1675769542451833,-0.40679998837925513,-1.0038379857697566,-1.2316982344450818,2.4187918500472696,1.3401137555843148,-1.6240485531931637,-1.5024543685189657,0.33290141975158355,-1.2303037023422516,0.9200914308964473,-1.733529734944998
Hungerford,2019-07-30 16:00:00,summer,0.9064485886469066,-2.2566010602500848,2.5625917560087323,-0.5332343388109525,-0.5196171966527031,-1.256139173697336,1.4783629664099014,1.8273080614487323,-1.8095628589790207,-2.0047532856558603,-0.06351137516008512,-1.0822040010360297,0.9140831845540959,-2.0525425120756378
Hungerford,2019-08-08 06:15:00,summer,1.4291596984976873,0.5938064121781206,1.5715438025790156,0.3471533703036887,0.31789487619838186,-1.0107820088259558,0.7982023595890896,1.4451160747436274,-0.7124224414724635,-0.6722712677712477,0.5410233745458549,-0.9824933472058697,0.9484613434728075,-1.742900275396721
Hungerford,2019-09-02 07:00:00,fall,1.425014380059569,1.2097300185838629,0.9141249500275866,-0.25850233065290157,-0.4075669130721704,-0.7678099927068042,1.739433892258957,-0.6327254101093593,-0.13845466540897852,-0.6442338144893409,0.6991428819220872,-1.140602046650834,1.00650695134642,-1.6787263571190933
Hungerford,2019-10-01 17:45:00,fall,1.0655849741611525,-0.48551635048389336,1.9687126535381996,0.6310588797391835,0.8414287173259425,-0.4446422127551489,1.8335652496592003,-0.5428047759030511,0.15477776819595082,0.33268119979374944,0.9576052420635311,-0.8639281949441218,0.9248668747311225,-1.4452489401485948
Hungerford,2019-10-07 07:45:00,fall,0.38922208677706105,-0.39671963532291143,-0.3190442128845021,1.139357996439187,0.28988451692946454,-0.08896204279960446,0.17791766893216826,-0.7133973911876839,0.019415735771830173,0.4161676347791662,0.7221172385801574,-0.5564760629217902,0.7298943566696623,0.3457795110229981
Hungerford,2019-10-17 03:00:00,fall,1.2186716599869643,0.6377308436759221,0.20416893992938687,-2.961126832770618,1.1909013487766318,-0.328091298629771,0.8046740304312551,-2.169483160820749,0.6946553562013551,0.9671641967266881,1.2761875361664832,-0.8503014628859569,-1.4916271267870207,-1.1443166054265104
Hungerford,2019-10-23 01:15:00,fall,-0.46873904855095,-0.653360406145473,-0.3190442128845021,1.0408070651454107,-1.0567761382893708,0.08449026355644079,0.1907687213068686,0.5194854773550717,-0.3154445806848732,0.08639546172866151,-0.5013190541411782,0.6020275604118733,-3.481656476995169,0.42753058282383183
