date,site,StationNumber,StationName,Latitude,Longitude,TotalPrecipAmt,NewSnowDepth,NewSnowSWE,TotalSnowDepth,TotalSnowSWE
2015-08-29,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-08-30,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-08-31,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-01,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-02,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-03,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-04,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-05,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-06,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-07,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-08,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,1.2,NA,NA,NA,NA
2015-09-09,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.64,NA,NA,NA,NA
2015-09-10,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.16,NA,NA,NA,NA
2015-09-11,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-12,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-13,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.12,NA,NA,NA,NA
2015-09-14,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.47,NA,NA,NA,NA
2015-09-15,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.51,NA,NA,NA,NA
2015-09-16,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-17,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-18,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-19,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-20,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.22,NA,NA,NA,NA
2015-09-21,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.01,NA,NA,NA,NA
2015-09-22,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-23,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-24,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-25,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-09-29,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.15,NA,NA,NA,NA
2015-09-30,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,1.08,NA,NA,NA,NA
2015-10-01,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.83,NA,NA,NA,NA
2015-10-02,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-10-03,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-10-04,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-10-05,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-10-06,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-10-07,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-10-08,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-10-09,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.04,NA,NA,NA,NA
2015-10-10,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.72,NA,NA,NA,NA
2015-10-11,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-10-12,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-10-13,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-10-14,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.16,NA,NA,NA,NA
2015-10-15,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0,0,NA,NA,NA
2015-10-16,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.17,NA,NA,NA,NA
2015-10-17,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.12,NA,NA,NA,NA
2015-10-18,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.14,NA,NA,NA,NA
2015-10-19,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.04,NA,NA,NA,NA
2015-10-20,Hungerford,VT-FR-12,St. Albans 1.9 NNE,44.83455,-73.06558,0.01,NA,NA,NA,NA
2015-10-21,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-10-22,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.15,NA,NA,NA,NA
2015-10-23,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-10-24,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-10-25,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.17,NA,NA,NA,NA
2015-10-26,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-10-27,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-10-28,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-10-29,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,1.1,NA,NA,NA,NA
2015-10-30,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.09,NA,NA,NA,NA
2015-10-31,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-01,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.07,NA,NA,NA,NA
2015-11-02,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.29,NA,NA,NA,NA
2015-11-04,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-05,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-06,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-07,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-08,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-09,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-10,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-11,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-12,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-13,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.41,NA,NA,NA,NA
2015-11-14,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.37,NA,NA,NA,NA
2015-11-15,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-17,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-18,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-19,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-20,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.84,NA,NA,NA,NA
2015-11-21,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-22,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-23,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2015-11-24,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-25,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.02,0.2,NA,NA,NA
2015-11-26,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-27,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-28,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.18,NA,NA,NA,NA
2015-11-29,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-11-30,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,0,NA
2015-12-01,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-12-02,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.48,NA,NA,NA,NA
2015-12-03,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.75,NA,NA,NA,NA
2015-12-04,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.06,NA,NA,NA,NA
2015-12-05,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-12-08,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-12-09,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-12-10,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.03,NA,NA,NA,NA
2015-12-11,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.02,NA,NA,NA,NA
2015-12-13,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-12-14,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.02,NA,NA,NA,NA
2015-12-15,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.31,NA,NA,NA,NA
2015-12-16,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.15,NA,NA,NA,NA
2015-12-17,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-12-18,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.47,NA,NA,NA,NA
2015-12-19,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.04,NA,NA,NA,NA
2015-12-20,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.06,NA,NA,NA,NA
2015-12-21,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-12-22,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.18,NA,NA,NA,NA
2015-12-23,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.41,NA,NA,NA,NA
2015-12-24,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.21,NA,NA,NA,NA
2015-12-25,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-12-26,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2015-12-27,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.44,NA,NA,NA,NA
2015-12-28,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.52,0.5,NA,NA,NA
2015-12-29,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.54,4.3,NA,NA,NA
2015-12-30,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.47,1,NA,NA,NA
2015-12-31,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-01,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-01-02,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-03,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-01-04,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.44,3,NA,NA,NA
2016-01-05,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-06,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-07,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-08,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-09,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-10,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-01-11,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.4,NA,NA,NA,NA
2016-01-12,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-13,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.13,1.1,0.13,NA,NA
2016-01-14,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-01-17,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-01-18,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.17,2.3,NA,NA,NA
2016-01-19,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.05,0.3,NA,NA,NA
2016-01-20,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.15,0.5,NA,NA,NA
2016-01-21,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-22,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-24,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-25,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-01-26,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-27,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.02,0,NA,NA,NA
2016-01-28,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-29,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-01-30,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.08,NA,NA,NA,NA
2016-02-01,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.02,NA,NA,NA,NA
2016-02-03,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.04,NA,NA,NA,NA
2016-02-04,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.22,NA,NA,NA,NA
2016-02-05,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-02-06,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-02-07,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-02-08,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-02-09,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.06,0.5,NA,0.5,NA
2016-02-10,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.08,0.4,NA,1,NA
2016-02-11,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.1,1.8,NA,NA,NA
2016-02-12,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-02-13,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-02-16,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.27,1.4,NA,NA,NA
2016-02-17,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.35,NA,NA,NA,NA
2016-02-18,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-02-20,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-02-21,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.22,NA,NA,NA,NA
2016-02-24,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.15,1,0.15,1,0.15
2016-02-25,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,2.15,NA,NA,NA,NA
2016-02-26,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.24,1.6,NA,NA,NA
2016-02-27,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-02-28,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.22,0.2,NA,NA,NA
2016-02-29,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-03-01,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.03,NA,NA,NA,NA
2016-03-02,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.2,NA,NA,NA,NA
2016-03-05,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-03-06,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-03-07,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-03-08,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.1,NA,NA,NA,NA
2016-03-09,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-03-10,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-03-11,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.24,NA,NA,NA,NA
2016-03-12,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-03-13,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-03-15,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.23,NA,NA,NA,NA
2016-03-16,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.02,NA,NA,NA,NA
2016-03-17,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.29,NA,NA,NA,NA
2016-03-18,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.11,0.5,NA,NA,NA
2016-03-20,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-03-22,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-03-23,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.28,0.3,NA,NA,NA
2016-03-24,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,NA,NA,NA,NA,NA
2016-03-25,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.27,NA,NA,NA,NA
2016-03-26,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.19,NA,NA,NA,NA
2016-03-28,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-03-29,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.99,NA,NA,NA,NA
2016-03-31,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.04,NA,NA,NA,NA
2016-04-01,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.04,NA,NA,NA,NA
2016-04-02,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.37,NA,NA,NA,NA
2016-04-04,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-04-07,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.52,3,NA,NA,NA
2016-04-09,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.22,0.5,NA,NA,NA
2016-04-10,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-04-11,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.05,0.2,NA,NA,NA
2016-04-12,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.57,NA,NA,NA,NA
2016-04-19,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.29,NA,NA,NA,NA
2016-04-20,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-04-21,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-04-22,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.2,NA,NA,NA,NA
2016-04-23,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.45,NA,NA,NA,NA
2016-04-24,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-04-26,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-04-27,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.08,NA,NA,NA,NA
2016-04-28,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-04-29,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-04-30,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-01,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-02,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.3,NA,NA,NA,NA
2016-05-03,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.27,NA,NA,NA,NA
2016-05-04,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-05,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.05,NA,NA,NA,NA
2016-05-08,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-09,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.31,NA,NA,NA,NA
2016-05-10,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-12,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-14,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.16,NA,NA,NA,NA
2016-05-15,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.15,NA,NA,NA,NA
2016-05-16,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.02,NA,NA,NA,NA
2016-05-17,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-19,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-21,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-22,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-23,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.02,NA,NA,NA,NA
2016-05-24,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-25,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-27,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-28,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-29,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-05-30,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.65,NA,NA,NA,NA
2016-05-31,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.02,NA,NA,NA,NA
2016-06-02,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-06-03,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.03,NA,NA,NA,NA
2016-06-05,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0,0,NA,NA,NA
2016-06-06,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,1.39,NA,NA,NA,NA
2016-06-07,Hungerford,VT-FR-16,Swanton 0.2 E,44.91867,-73.119887,0.04,NA,NA,NA,NA
