Run,DataSet,Nodes,Topol,rows,cols,normMeth,wghtMeth,niter,alphaCrs,alphaFin,Clusters,ColRowRat,Dist_mn,QE,npF,pVal_npF,blank
1,wade,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,3,1.4,0.207277769386931,0.207278,39.558834,0.01,0
2,wade,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,3,1.6,0.179566989729304,0.179567,47.566856,0.01,0
3,wade,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,3,1.8,0.174531916744309,0.174532,39.720627,0.01,0
4,wade,50,hexagonal,5,10,L2norm,noPCA,1000,0.05,0.01,3,2,0.142823573262799,0.142824,36.093559,0.01,0
5,wade,55,hexagonal,5,11,L2norm,noPCA,1000,0.05,0.01,3,2.2,0.138645868374673,0.138646,46.368388,0.01,0
6,wade,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,3,1,0.18163328655570599,0.181633,32.388166,0.01,0
7,wade,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,3,1.2,0.186498456678304,0.186498,51.640539,0.01,0
8,wade,48,hexagonal,6,8,L2norm,noPCA,1000,0.05,0.01,3,1.3,0.17300435796847,0.173004,38.817046,0.01,0
9,wade,54,hexagonal,6,9,L2norm,noPCA,1000,0.05,0.01,3,1.5,0.141653286741524,0.141653,32.641289,0.01,0
10,wade,60,hexagonal,6,10,L2norm,noPCA,1000,0.05,0.01,3,1.7,0.125261236833152,0.125261,32.641289,0.01,0
11,wade,35,hexagonal,7,5,L2norm,noPCA,1000,0.05,0.01,3,0.7,0.186245736416335,0.186246,39.700611,0.01,0
12,wade,42,hexagonal,7,6,L2norm,noPCA,1000,0.05,0.01,3,0.9,0.173618889114476,0.173619,51.972205,0.01,0
13,wade,49,hexagonal,7,7,L2norm,noPCA,1000,0.05,0.01,3,1,0.177145569854379,0.177146,25.494547,0.01,0
14,wade,56,hexagonal,7,8,L2norm,noPCA,1000,0.05,0.01,3,1.1,0.148178972900256,0.148179,32.641289,0.01,0
15,wade,63,hexagonal,7,9,L2norm,noPCA,1000,0.05,0.01,3,1.3,0.129503967020316,0.129504,50.590512,0.01,0
16,wade,40,hexagonal,8,5,L2norm,noPCA,1000,0.05,0.01,3,0.6,0.20384341477601,0.203843,39.700611,0.01,0
17,wade,48,hexagonal,8,6,L2norm,noPCA,1000,0.05,0.01,3,0.8,0.167342123944662,0.167342,36.093559,0.01,0
18,wade,56,hexagonal,8,7,L2norm,noPCA,1000,0.05,0.01,3,0.9,0.141316544749185,0.141317,28.693666,0.01,0
19,wade,64,hexagonal,8,8,L2norm,noPCA,1000,0.05,0.01,3,1,0.123670193955795,0.12367,40.151101,0.01,0
20,wade,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,4,1.4,0.167450943355267,0.167451,38.126081,0.01,0
21,wade,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,4,1.6,0.173146005849383,0.173146,41.12459,0.01,0
22,wade,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,4,1.8,0.166253410982823,0.166253,43.881641,0.01,0
23,wade,50,hexagonal,5,10,L2norm,noPCA,1000,0.05,0.01,4,2,0.150867491680818,0.150867,50.880277,0.01,0
24,wade,55,hexagonal,5,11,L2norm,noPCA,1000,0.05,0.01,4,2.2,0.153702363635009,0.153702,35.609328,0.01,0
25,wade,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,4,1,0.187630447780402,0.18763,40.933709,0.01,0
26,wade,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,4,1.2,0.169127817977476,0.169128,41.355051,0.01,0
27,wade,48,hexagonal,6,8,L2norm,noPCA,1000,0.05,0.01,4,1.3,0.152186171632174,0.152186,43.881641,0.01,0
28,wade,54,hexagonal,6,9,L2norm,noPCA,1000,0.05,0.01,4,1.5,0.144564965387225,0.144565,48.759838,0.01,0
29,wade,60,hexagonal,6,10,L2norm,noPCA,1000,0.05,0.01,4,1.7,0.134934932957909,0.134935,39.794631,0.01,0
30,wade,35,hexagonal,7,5,L2norm,noPCA,1000,0.05,0.01,4,0.7,0.175454283854806,0.175454,37.569433,0.01,0
31,wade,42,hexagonal,7,6,L2norm,noPCA,1000,0.05,0.01,4,0.9,0.17125331863646,0.171253,41.763991,0.01,0
32,wade,49,hexagonal,7,7,L2norm,noPCA,1000,0.05,0.01,4,1,0.167576398685813,0.167576,42.917612,0.01,0
33,wade,56,hexagonal,7,8,L2norm,noPCA,1000,0.05,0.01,4,1.1,0.163738933985322,0.163739,37.339708,0.01,0
34,wade,63,hexagonal,7,9,L2norm,noPCA,1000,0.05,0.01,4,1.3,0.114361099380104,0.114361,43.881641,0.01,0
35,wade,40,hexagonal,8,5,L2norm,noPCA,1000,0.05,0.01,4,0.6,0.188793316547008,0.188793,34.886975,0.01,0
36,wade,48,hexagonal,8,6,L2norm,noPCA,1000,0.05,0.01,4,0.8,0.13914370189084,0.139144,42.743411,0.01,0
37,wade,56,hexagonal,8,7,L2norm,noPCA,1000,0.05,0.01,4,0.9,0.155206634152002,0.155207,38.326019,0.01,0
38,wade,64,hexagonal,8,8,L2norm,noPCA,1000,0.05,0.01,4,1,0.11393852049808,0.113939,32.13651,0.01,0
39,wade,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,5,1.4,0.195753124641685,0.195753,55.82318,0.01,0
40,wade,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,5,1.6,0.205784360040362,0.205784,45.32505,0.01,0
41,wade,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,5,1.8,0.170493288968328,0.170493,49.896538,0.01,0
42,wade,50,hexagonal,5,10,L2norm,noPCA,1000,0.05,0.01,5,2,0.157120758350204,0.157121,50.35992,0.01,0
43,wade,55,hexagonal,5,11,L2norm,noPCA,1000,0.05,0.01,5,2.2,0.148928382683764,0.148928,47.842774,0.01,0
44,wade,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,5,1,0.183524904321777,0.183525,51.214472,0.01,0
45,wade,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,5,1.2,0.178448697284269,0.178449,43.646635,0.01,0
46,wade,48,hexagonal,6,8,L2norm,noPCA,1000,0.05,0.01,5,1.3,0.159257362404796,0.159257,54.876837,0.01,0
47,wade,54,hexagonal,6,9,L2norm,noPCA,1000,0.05,0.01,5,1.5,0.163518167019481,0.163518,55.445311,0.01,0
48,wade,60,hexagonal,6,10,L2norm,noPCA,1000,0.05,0.01,5,1.7,0.145462937480614,0.145463,53.2066,0.01,0
49,wade,35,hexagonal,7,5,L2norm,noPCA,1000,0.05,0.01,5,0.7,0.175526678597772,0.175527,51.059924,0.01,0
50,wade,42,hexagonal,7,6,L2norm,noPCA,1000,0.05,0.01,5,0.9,0.177573732618159,0.177574,39.467379,0.01,0
51,wade,49,hexagonal,7,7,L2norm,noPCA,1000,0.05,0.01,5,1,0.168035900704365,0.168036,52.870639,0.01,0
52,wade,56,hexagonal,7,8,L2norm,noPCA,1000,0.05,0.01,5,1.1,0.123941470109383,0.123941,54.436169,0.01,0
53,wade,63,hexagonal,7,9,L2norm,noPCA,1000,0.05,0.01,5,1.3,0.130058649355351,0.130059,50.05281,0.01,0
54,wade,40,hexagonal,8,5,L2norm,noPCA,1000,0.05,0.01,5,0.6,0.196031622549555,0.196032,52.500354,0.01,0
55,wade,48,hexagonal,8,6,L2norm,noPCA,1000,0.05,0.01,5,0.8,0.172050872831038,0.172051,50.585998,0.01,0
56,wade,56,hexagonal,8,7,L2norm,noPCA,1000,0.05,0.01,5,0.9,0.148045118921445,0.148045,44.686415,0.01,0
