site,event_start,season,NO3_kg_km2,SRP_kg_km2,event_NO3_SRP,turb_kg_km2,cluster,DOY,rain_event_total_mm,rain_event_hrs,rain_int_mmPERmin_max,rain_int_mmPERmin_mean,API_4d,solarRad_4d,q_4d,q_mm,NO3_1d,SRP_1d,turb_event_max,DO_pre_wet_15cm,Redox_pre_wet_15cm,SoilTemp_pre_wet_15cm,VWC_pre_wet_15cm,time_sinceLastEvent,multipeak,PET_mmHR,diff_airT_soilT
Wade,2018-11-01 15:30:00,fall,3.353048897824532,0.1087861376999497,68.15825989219299,63.36672983586242,1,305,25,21.666666666666668,0.08,0.019157088122605366,36.160861249999996,18.50607638888889,0.7143845405625,19.951188551973054,0.13656550684313323,0.004453874808664533,13.867333333333333,0.6092792491861703,0.7025107682321341,0.31464597478176526,0.8034066060536315,0.006944444444444444,0,0.0619,-1.0033680555555557
Wade,2018-11-03 01:30:00,fall,4.332659104185393,0.14349294244744398,66.76919557698743,72.09210699303345,1,307,29,40.916666666666664,0.16,0.011788617886178862,60.791132499999996,15.0234375,1.4758622775039063,28.916578401332334,0.17690780462164343,0.0056576140809026666,28.686,0.4853854692827353,0.6059203068514506,0.3736178467507275,0.8696973184486132,0.006944444444444444,1,4e-4,-0.5339583333333335
Wade,2018-11-05 16:30:00,fall,3.401807279782104,0.10616480301019235,70.85676382195038,23.96151329539396,1,309,9.4,47.333333333333336,0.12,0.0033040421792618633,55.751687499999996,17.62065972222222,2.4091560934570313,23.455697271547905,0.15837996766297124,0.003750085478690363,3.6833333333333336,0.31964984051906425,0.5870460403096925,0.22153249272550923,0.8122453677062947,0.3194444444444444,0,0.0225,-4.404618055555556
Wade,2018-11-09 17:15:00,fall,1.0344531940489057,0.034771542228988955,65.78684466254717,6.881699970974173,1,313,17,21.583333333333332,0.08,0.013076923076923078,24.33913,29.22048611111111,1.2771115176315104,9.005615140634731,0.14323928247431597,0.0038340993745306774,2.707333333333333,0.4862051527522749,0.49744300438111244,0.3348342294633585,0.5818764640475846,1.2256944444444444,1,0.0251,-3.554114583333334
Wade,2019-04-05 00:45:00,spring,1.5629040041247548,0.007923842362111907,436.1628200651615,0.3868823324706237,3,95,0,0,0,0,2.8464849999999995,124.6171875,1.1884394285575148,4.756549474440659,0.3198023953058342,0.0017190909416285435,0.32466666666666666,0.42071906123661806,0.5924998279571172,0.0074779370512751235,0.7121502129905548,0.2048611111111111,1,2e-4,-2.924027777777778
Wade,2019-04-06 12:30:00,spring,1.796748146496488,0.011458484255313124,346.7465897994275,0.1276025787433945,5,96,0.8,2.9166666666666665,0.04,0.0044444444444444444,4.92611125,124.48177083333333,1.4984002031226749,6.044358280420615,0.3239323353887371,0.0014163317937862705,0.12333333333333334,0.3309390908022324,0.49708411897168436,0.007664629025076015,0.6823167782060436,0.8333333333333334,0,0.0206,0.6084027777777778
Wade,2019-04-07 12:15:00,spring,14.296734259140415,0.10759380556283556,293.83379312276685,31.60808565871197,3,97,14.8,41.833333333333336,0.08,0.005884691848906561,18.049,90.73350694444444,1.3748083745833573,49.60574995003446,0.29734495764705726,0.0018561653127472228,4.448,0.3197243906191668,0.4855355308500337,0.005984401260867978,0.6963242980548475,0.07291666666666667,1,0.28,0.20954861111111112
Wade,2019-04-11 06:15:00,spring,0.42361664061794113,0.0026091239846909643,359.0297693558832,0.06177884743063686,5,101,0,0,0,0,12.888602500000001,43.55034722222222,2.4703257647450476,1.3137249902053978,0.31323503975840244,0.0019735150871999533,0.14733333333333334,0.3230852353722688,0.6388510994160517,0.008971472841682268,0.6923141262995208,0.010416666666666666,0,0.01,-3.2900694444444447
Wade,2019-04-11 11:45:00,spring,NA,NA,NA,NA,5,101,5.8,0.5,0.32,0.16571428571428573,18.56857,43.41319444444444,2.48071678590985,7.319665076183058,0.3167148576615783,0.0019127397552096915,0.196,0.34343232490568526,0.6042005288963029,0.010465008632089413,0.6867285092633888,0.059027777777777776,0,0.4828,-4.325243055555555
Wade,2019-04-12 13:30:00,spring,NA,NA,NA,NA,3,102,1.8,0.9166666666666666,0.2,0.03,10.94413,62.88628472222222,2.2233654390042004,35.95157767483957,0.3040549214250917,0.0014306641599059948,15.264666666666667,0.3297768367540434,0.48231729299383375,0.011211776527292987,0.6857975730907002,0.1388888888888889,1,0.3319,0.3825347222222222
Wade,2019-04-14 17:00:00,spring,17.56160387312385,0.08142445877931107,476.93748982445715,97.25339748449028,5,104,16.2,45.416666666666664,0.24,0.0059340659340659345,22.54863625,122.33246527777777,2.476575731466996,44.022632391990925,0.4203455615001795,0.0012403510753338045,15.739333333333335,0.3161430313734119,0.6560482870999769,0.017302630843315802,0.6644578889491526,0.020833333333333332,0,0.006,7.093159722222222
Wade,2019-04-17 11:00:00,spring,4.909249678330446,0.02146386468479903,505.77733525132,2.5399440016449373,5,107,0,0,0,0,15.731786249999997,72.80729166666667,3.2170053932152567,14.713881541173198,0.4040847956438531,0.0012299392408946436,0.486,0.35697032186804073,0.6287441052356111,0.017302630843315802,0.6939612265592989,0,0,0.6152,-0.8208333333333334
Wade,2019-04-18 14:30:00,spring,27.716103904755688,0.11908273925059859,514.677911555402,918.6123464620115,3,108,28.400000000000002,54.25,0.27999999999999997,0.00871165644171779,41.978112499999995,76.33854166666667,2.9429939139289214,68.94885896340818,0.32845804852761556,0.0015423134024478426,306.85866666666664,0.33789000175676887,0.6299033296852949,0.018796166633722945,0.7125799500130721,0.04861111111111111,1,0.0748,4.091597222222222
Wade,2019-04-22 11:45:00,spring,6.305080403123887,0.03259846990477343,427.70623239011945,10.966857038597011,5,112,0,0,0,0,24.417137499999995,72.06163194444444,3.5967998374447254,15.460578100847115,0.410305145509397,0.0020716001033867664,1.6406666666666667,0.18907859982669661,0.6268513277384941,0.22481202123683067,0.7494593148770741,0.2604166666666667,0,0.7454,6.246319444444444
Wade,2019-04-23 10:45:00,spring,12.702650152966708,0.0814378903602789,344.9212789816495,42.566037647218515,3,113,12,32.916666666666664,0.12,0.006060606060606061,33.177162499999994,106.24479166666667,3.6207543343850563,35.016717979308766,0.40771660734805876,0.002060113851096916,75.126,0.18785533296663223,0.6289863707270873,0.27514910270981463,0.7219915657948806,0.003472222222222222,1,0.4333,4.592256944444445
Wade,2019-04-26 09:45:00,spring,13.141175362480082,0.09998188965950013,290.64645849361034,52.79785476214841,3,116,31.400000000000002,47.916666666666664,0.12,0.010902777777777779,41.94215,119.03732638888889,3.008754533213848,47.59913232572056,0.3279246347965571,0.0017690056287548135,12.832666666666666,0.23828515471402528,0.5957757270089652,0.27875274319525584,0.6808079121646347,0.7604166666666666,1,0.0804,-1.5920659722222226
Wade,2019-05-01 15:45:00,spring,5.459579152383338,0.03842759856130762,314.1724414347224,1.9914990551737561,3,121,9.8,11,0.12,0.01473684210526316,11.10321,122.13454861111111,2.2898033187379845,21.75933564850164,0.2511347552028332,0.0014341564705269041,1.0466666666666666,0.3881780240375979,0.5857182432341492,0.20080420600780263,0.6327342112474466,0.1423611111111111,1,0.0544,-0.8125694444444447
Wade,2019-05-03 11:45:00,spring,7.932301050832799,0.06946487106288561,252.51438279694761,9.873922330500248,5,123,14.600000000000001,21.5,0.12,0.011274131274131275,23.5015,110.64322916666667,2.0490282490614375,28.730920814313187,0.2579271724552021,0.0018366875849555554,6.663333333333333,0.32455076248914805,0.5706984234791159,0.2564561961130073,0.6169288242632514,0.03125,0,0.0628,0.567951388888889
Wade,2019-05-05 12:30:00,spring,3.586482515012702,0.03264467258790222,242.94533603643399,0.030008938309075663,5,125,0,0,0,0,21.131586249999998,58.84722222222222,2.535775565222847,12.709703750334072,0.2772612062599366,0.002330457069259702,0.052,0.24933813286771,0.5728010254883061,0.3097803491668055,0.6564782156388853,0.08333333333333333,0,0.5229,0.4560763888888886
Wade,2019-05-07 07:15:00,spring,4.4067402698043345,0.04181818881370562,233.02601077088573,1.3306386938058685,5,127,8.200000000000001,6.083333333333333,0.08,0.022162162162162165,20.10893875,123.77604166666667,2.696050769104298,15.930574980023124,0.28851642488390256,0.00249174200979268,0.8906666666666666,0.21241878088075422,0.5781004296194999,0.42619480385977554,0.6430571950428758,0.8368055555555556,0,0.0149,6.271336805555556
Wade,2019-05-09 11:45:00,spring,8.201081862779896,0.08671182019355958,209.14380726009716,43.99202404066606,3,129,30.6,17.75,0.27999999999999997,0.028598130841121495,37.630475000000004,166.00434027777777,2.384612526046624,38.22488465367369,0.23892494879335285,0.0015061536817506686,11.405333333333335,0.3983060175667969,0.5723739562919192,0.3029427269555791,0.6047038720118654,0.003472222222222222,1,0.5419,-2.6561111111111115
Wade,2019-05-13 15:45:00,spring,4.093248523700549,0.05950583433879141,152.11103814023787,5.379975728591093,5,133,19,15.25,0.08,0.020652173913043477,43.92389125,112.96180555555556,2.309758263909047,26.516109285946666,0.18672174290181714,0.0016656527190203332,1.4386666666666668,0.2616568550110556,0.40642981868874817,0.3722811310111227,0.6090218219727022,1.2048611111111112,0,0.0798,2.8241666666666667
Wade,2019-05-16 17:15:00,spring,1.3120501987622215,0.01674456612185233,173.27213153477274,0.003708857694769238,3,136,2.2,2.3333333333333335,0.04,0.015172413793103448,18.18147,102.4609375,2.205029528825299,7.205999249406643,0.17634820917812163,0.0021707728913578036,0.026,0.23915421578784815,0.3512058273431562,0.3935587738007179,0.5973791646367894,0.4618055555555556,1,0.0441,-0.30559027777777636
Wade,2019-05-17 16:45:00,spring,1.1870587859521347,0.01728019552153189,151.9062840226869,0,5,137,0.4,0.8333333333333334,0.04,0.007272727272727274,9.9834575,94.52777777777777,2.2011451322938718,6.389980805264239,0.18003591120021684,0.002259448827686398,0,0.20172511467773746,0.35480058449264096,0.4149351194839949,0.5923766657055571,0.1284722222222222,0,0.0161,0.7607638888888886
Wade,2019-05-19 08:00:00,spring,0.34757643530585247,0.004084658422476591,188.16842312429318,0.042799667680971966,5,139,2.6,2.1666666666666665,0.2,0.01925925925925926,4.9655000000000005,90.05381944444444,1.704273131237516,1.8591157552132385,0.18539003712089938,0.0024060150615432766,0.09666666666666666,0.2998387148093985,0.3363268697120421,0.43016225527405194,0.5849291763240478,0.0625,0,0.0394,0.4079861111111125
Wade,2019-05-19 17:00:00,spring,4.930319643923111,0.1022027860374184,106.67545577581767,71.19410526941017,5,139,27.8,45.166666666666664,0.8400000000000001,0.010239410681399632,32.517225,85.7109375,1.5704555554286328,34.28196286679442,0.18331910333904827,0.0023289202356545024,60.586666666666666,0.2237644944767504,0.3249197889579984,0.44981164285813335,0.582719485910882,0.06944444444444445,0,0.0864,1.3715277777777768
Wade,2019-06-29 17:00:00,summer,0.23522655571201345,0.0034222080685660052,151.99598074062004,1.2055601762237547,6,180,10.4,3.5,0.72,0.04837209302325581,14.510175,159.84201388888889,0.17602434297677402,1.045704405182844,0.22617754533455797,0.00256794875268723,2.44,0.5956384604521636,0.08043174573991242,0.7999793479926168,0.32768712616265616,38.27777777777778,0,0.0408,5.741918402777777
Wade,2019-06-30 09:30:00,summer,0.605838230297611,0.01584881213628002,84.53024408865323,6.649597372453884,4,181,12.6,12.916666666666666,0.64,0.016153846153846154,26.47871625,172.46788194444446,0.18907027987069486,4.1413006562348365,0.2254608216942505,0.0029884984621761554,4.796,0.5564555891688113,0.10960654357243899,0.8420125117121975,0.38312092066308995,0.125,1,0.0161,2.7673611111111107
