Run,DataSet,Nodes,Topol,rows,cols,normMeth,wghtMeth,niter,alphaCrs,alphaFin,Clusters,ColRowRat,Dist_mn,QE,npF,pVal_npF,blank
5,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,4,2,0.218510505,0.218511,22.487765,0.01,0
11,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,4,1,0.140252419,0.140252,22.379995,0.01,0
3,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,4,4,0.159692672,0.159693,21.6619,0.01,0
8,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,4,1.4,0.181890997,0.181891,19.436137,0.01,0
6,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,4,2.3,0.195052973,0.195053,17.854732,0.01,0
9,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,4,1.6,0.143004209,0.143004,17.646696,0.01,0
7,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,4,1.2,0.15014077,0.150141,16.428148,0.01,0
1,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,4,3.3,0.154097889,0.154098,16.42041,0.01,0
2,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,4,3.7,0.139934415,0.139934,14.97463,0.01,0
12,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,4,1.2,0.094315447,0.094315,14.97463,0.01,0
4,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,4,1.8,0.188492591,0.188493,10.911529,0.01,0
10,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,4,0.8,0.197014182,0.197014,10.509892,0.01,0
