site,SOM,event_start,season,clust_wat_4cl,clust_wat_5cl,clust_wat_6cl,q_event_max,q_event_delta,q_event_dQRate_cmsPerHr,q_mm,rain_event_total_mm,rain_event_hrs,rain_int_mmPERmin_max,API_4d,solarRad_4d,q_4d,SoilTemp_pre_wet_15cm,VWC_pre_wet_30cm,PET_mmHR,diff_airT_soilT,gw_1d_well1,gw_1d_well2,gw_1d_well3,gw_1d_well4a,gw_1d_well5,gw_1d_allWells,gw_4d_well1,gw_4d_well2,gw_4d_well3,gw_4d_well4a,gw_4d_well5,gw_4d_allWells
Wade,water,2017-10-26 04:00:00,fall,3,3,4,3.448173297,3.287672619,0.18786700679999999,20.00310804199401,35.4,21.583333333333332,0.12,59.710499999999996,45.71180555555556,0.220731199453125,0.7057225994180407,0.9846729257308601,4e-4,-1.199583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-10-29 10:00:00,fall,3,3,4,3.031342897,2.841675886,0.12222261875268817,16.63760611756886,23.200000000000003,31.083333333333332,0.2,55.24010375,40.11024305555556,1.0894369709427083,0.554746019954192,0.7014839318424092,8e-4,3.842692652329749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-11-01 19:15:00,fall,3,3,4,2.846549889,2.6488628619999997,0.1431817763243243,12.144394963562874,21,17.666666666666668,0.08,40.753919999999994,26.390625,0.94929287965625,0.503522937013307,0.727651128685195,0.0327,-5.013090277777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-11-03 07:00:00,fall,3,3,4,3.693582806,2.6065562840000003,0.4344260473333334,18.327481686323353,20.6,6.166666666666667,0.24,46.994253750000006,25.9765625,1.3371133195286458,0.5648959635133985,0.7752295395892301,0.015,4.564583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-11-05 18:30:00,fall,3,3,4,3.055094561,2.74592807,0.1356013861728395,19.893065424682636,20.400000000000002,20.833333333333332,0.2,55.16655625,27.31423611111111,1.543542895578125,0.4615581161435838,0.7709470437595523,0.0509,-3.0458333333333343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-11-16 06:00:00,fall,3,3,2,0.214675539,0.157148013,0.007395200611764706,1.1536437985868264,6,16.833333333333332,0.12,9.346517500000001,33.65711805555556,0.068851248796875,0.22275464007343215,0.5084488599754742,0.0067,-3.711571180555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-11-19 00:00:00,fall,3,3,2,2.722017703,2.644992905,0.2115994324,7.928758871730539,16.8,9.416666666666666,0.16,22.2872,25.891493055555557,0.093405142078125,0.218056225399443,0.5211273460395317,0.0073,-7.763524305555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-11-21 13:45:00,fall,3,3,2,0.309166491,0.130967174,0.004989225676190476,2.0847425378982036,1.8,25.75,0.04,24.3739,17.73611111111111,0.4750030094322917,0.2006316411780263,0.707771288425166,0.0142,-7.487708333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-11-25 13:00:00,fall,3,3,2,0.671882001,0.581986017,0.0363741260625,3.165326557329341,4.2,10.833333333333334,0.08,6.965283750000001,24.588541666666668,0.17163631751041666,0.13637776808035135,0.7403059347730847,0.0241,-1.5819184027777775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-11-27 23:30:00,fall,3,3,2,0.534843687,0.37768163299999996,0.03284188113043478,1.1457095673772455,0,0,0,5.04813375,13.252604166666666,0.21457579354427084,0.14600384034383676,0.7671788791789718,2e-4,-9.473263888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-11-28 22:45:00,fall,3,3,2,1.256115335,1.1147045420000001,0.06966903387500001,4.317157985443114,8.200000000000001,16.333333333333332,0.08,16.3253025,10.330729166666666,0.24921636928385416,0.13991298602781393,0.7583633984146613,0.0058,-8.536875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-11-30 21:00:00,fall,3,3,2,0.62296082,0.38995605,0.062392968,2.6962474181497007,5.6000000000000005,2.4166666666666665,0.12,16.95345,17.141493055555557,0.351683743046875,0.106705065175674,0.765104333952974,0.0198,-5.705590277777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2017-12-05 13:00:00,winter,3,3,2,2.660143121,2.5682541039999998,0.16051588149999999,7.818403374377246,9.200000000000001,15.25,0.12,9.200000000000001,26.608506944444443,0.17221371130729166,0.11880711702304372,0.738529246763729,0.0132,-0.0173958333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,water,2018-04-04 06:00:00,spring,4,5,2,2.664002623,2.643135818,0.27822482294736844,5.828276345982036,17.6,17.25,0.08,18.800325,107.54947916666667,0.05259221490104167,0.022537756271213828,0.8005262992959834,0.0031,2.194236111111111,-0.08595316915104166,-0.06855205504166667,0.010447888328125,-0.080010429171875,-0.3324376673385417,0.816117898742578,-0.08187762394661459,-0.06936457917057291,0.013864567299479167,-0.08025259791927083,-0.32247658996354167,0.8302516058003627
