site,SOM,event_start,season,clust_wat_4cl,clust_wat_5cl,clust_wat_6cl,q_event_max,q_event_delta,q_event_dQRate_cmsPerHr,q_mm,rain_event_total_mm,rain_event_hrs,rain_int_mmPERmin_max,API_4d,solarRad_4d,q_4d,SoilTemp_pre_wet_15cm,VWC_pre_wet_30cm,PET_mmHR,diff_airT_soilT,gw_1d_well1,gw_1d_well2,gw_1d_well3,gw_1d_well4a,gw_1d_well5,gw_1d_allWells,gw_4d_well1,gw_4d_well2,gw_4d_well3,gw_4d_well4a,gw_4d_well5,gw_4d_allWells
Wade,water,2018-04-12 12:45:00,spring,4,5,2,1.475215574,1.471987593,0.09496694148387096,3.514023677586826,20.6,19.25,0.27999999999999997,20.6,118.24565972222223,0.007505199742187501,0.0081575533034069,0.7880794112578835,0.0623,1.0373133680555557,-0.160291401859375,-0.07745889205729166,0.009708290869791667,-0.09237496919791667,-0.5139067162604166,0.7110548457104442,-0.44394523089453125,-0.07230351052083334,-0.068261703765625,-0.08542578062369792,-0.3548646963541667,0.6164330385806409
Wade,water,2018-04-13 15:30:00,spring,4,5,2,2.675587258,2.378553471,0.221260788,6.627277299556886,11.8,9.583333333333334,0.08,31.104,95.93142361111111,0.17450822053645834,0.005120922211270158,0.8431686607152834,0.0524,3.354409722222222,-0.065339703640625,-0.055748185802083336,0.020270815838541668,-0.060980273729166666,-0.2671062081822917,0.8803725130059602,-0.3063921480494792,-0.06827187733072916,-0.03219140105078125,-0.08054714551953125,-0.3446100610611979,0.7064052165132069
Wade,water,2018-04-16 13:45:00,spring,3,3,4,0.185770786,0.162196435,0.017073308947368422,0.8477660577125748,17,32.083333333333336,0.12,46.257149999999996,56.868923611111114,0.5036668142213542,0.009878186404471384,0.809184148581289,0.0771,-1.8951909722222222,-0.13459378330208333,-0.05907817078125,0.012437550786458333,-0.061906306625,-0.26276036672395836,0.8477719389593804,-0.09030991000260417,-0.057539186979166664,0.015002626434895833,-0.053703144811197916,-0.26197009392578124,0.883163344288595
Wade,water,2018-04-22 10:45:00,spring,4,5,2,0.129874686,0.11956260899999999,0.012925687459459458,0.26473284468862274,0,0,0,10.506809999999998,74.72482638888889,0.019777415231770835,0.012793111391102127,0.8014258390252829,0.0044,0.9433246527777777,-0.102786399234375,-0.060104090078125,0.02729170496875,-0.05035946742708333,-0.08775520583854167,0.9332277447557104,-0.11229556463020833,-0.058917937390625,0.0197291903359375,-0.059428391817708336,-0.1927134855078125,0.896543283775657
Wade,water,2018-04-23 10:45:00,spring,4,5,2,0.514692921,0.49223834099999997,0.05966525345454545,0.9807885442994012,0,0,0,8.74342,111.84114583333333,0.02560431965625,0.016555862948112232,0.8041587562069809,0.0057,2.659548611111111,-0.09989060086979167,-0.06335933917708333,0.025390694901041667,-0.051911349234375,-0.08503121003125,0.9286384445145925,-0.10970833004817708,-0.060494761967447915,0.02290759801171875,-0.05732811057421875,-0.14955464403385416,0.9141576228890932
Wade,water,2018-04-24 10:15:00,spring,4,5,2,2.667863146,2.589110368,0.2958983277714286,7.41770132691018,0,0,0,6.164526249999999,150.58506944444446,0.06857718977864584,0.02103647031933367,0.8192250280172599,0.0157,7.3770138888888885,-0.12109369753125,-0.095073310515625,0.012317730005208333,-0.078333280890625,-0.10233332252604167,0.8490221293732858,-0.11466590029817708,-0.0702268236171875,0.022730317354166668,-0.06024570184375,-0.1139605417421875,0.9095672602954531
Wade,water,2018-04-25 10:00:00,spring,1,4,1,3.318759674,2.493435708,0.2557369956923077,28.883700701407186,24.6,40,0.12,30.30154375,190.27604166666666,0.42381288778125,0.01718591968892156,0.875093504312648,0.0045,8.282534722222223,-0.11131770503125,-0.093203180765625,0.010364612463541667,-0.08237495003125,-0.08927090075520833,0.8549455213859061,-0.10881116316796875,-0.07775659284244792,0.01893753975,-0.06563799355989583,-0.09148177124609375,0.903023717222603
Wade,water,2018-04-27 13:00:00,spring,4,5,2,2.521882533,1.288157614,0.21469293566666667,5.932467828377246,1.6,12.5,0.04,23.934499999999996,108.55902777777777,1.800976649528646,0.11090574926926887,0.849966579881907,0.1832,3.516458333333333,-0.08653387596875,-0.069153661265625,0.016354185119791666,-0.026361972765625,-0.05098179536458333,0.9475907432308139,-0.09838483273046875,-0.080042656578125,0.0148350252734375,-0.055367028796875,-0.06973093769921875,0.9156347808702459
Wade,water,2018-04-28 11:30:00,spring,4,5,2,2.901360286,2.229478285,0.07250335886178862,17.84704224723952,22.6,25.416666666666668,0.12,45.55164375,86.78819444444444,2.0793800733255208,0.15452191968542067,0.8288921410242697,0.0277,4.1253125000000015,-0.13360191166145835,-0.07671726888020833,0.00497842803125,-0.045252233859375,-0.09254321602604167,0.8877059887082867,-0.10187893602083334,-0.075416680859375,0.013108064364583333,-0.047614586009114584,-0.06854694717057291,0.9250438146155953
Wade,water,2018-04-30 08:45:00,spring,4,5,2,1.640356564,1.0054841749999999,0.2872811928571428,3.862067064520958,12,2.3333333333333335,0.16,42.55330625,62.14496527777778,1.97742068840625,0.15607381105302498,0.8686348140235276,5e-4,-1.6019791666666663,-0.06491145667187499,-0.06602083333333333,0.016723976661458334,-0.030875025765625,-0.024562542479166668,0.9648911411653709,-0.10082031667317709,-0.07182162982552083,0.011444031622395833,-0.0367291764140625,-0.06085941138020833,0.9392821081025856
Wade,water,2018-05-01 12:30:00,spring,4,5,2,1.449235279,1.211427539,0.19382840624,3.7863647656167663,0.2,0.08333333333333333,0.04,34.0416125,70.4921875,1.4300395933515624,0.1966445543111654,0.8374204800442656,0.0331,1.819583333333333,-0.10642296530729167,-0.07529381480729166,0.008052050020833333,-0.038055315125,-0.06915839397916666,0.9134331479086464,-0.10598018250390626,-0.07367856839713542,0.0091209165234375,-0.0403516427109375,-0.06548661584375,0.9290606795243997
Wade,water,2018-05-02 09:30:00,spring,4,5,2,2.987892773,2.432171287,0.18016083607407407,11.726754375610778,7,15.583333333333334,0.24,36.743692499999995,90.45833333333333,1.2934621119296874,0.2685038704104192,0.8381532485352204,0.002,4.7759027777777785,-0.13615102602083334,-0.08724482036458334,0.010250004166666667,-0.058651112166666665,-0.10619270701041666,0.8640001364050233,-0.10666667895442708,-0.0761862364453125,0.010328132493489583,-0.0439115118359375,-0.06886591790364584,0.9226955618254283
Wade,water,2018-05-03 10:00:00,spring,4,5,2,3.214367892,2.0871651169999996,0.17393042641666664,13.845554258658682,12.600000000000001,14.166666666666666,0.12,43.770616249999996,101.40972222222223,1.4831298148984375,0.38506440367585204,0.8649438162007779,0.01,9.1459375,-0.12943224753645832,-0.09313013755729167,0.0040886274375,-0.06803124335416667,-0.09984890420833334,0.8503824658365315,-0.10665104188151042,-0.07970573688411459,0.010299497279947917,-0.0485130614375,-0.07295314124869792,0.9133768710610288
