site,event_start,season,NO3_kg_km2,SRP_kg_km2,event_NO3_SRP,turb_kg_km2,cluster,DOY,rain_event_total_mm,rain_event_hrs,rain_int_mmPERmin_max,API_4d,q_event_max,q_event_delta,q_4d,q_mm,NO3_1d,SRP_1d,turb_1d,turb_event_max,DO_pre_wet_15cm,Redox_pre_wet_15cm,SoilTemp_pre_wet_15cm,VWC_pre_wet_15cm,VWC_pre_wet_30cm,time_sinceLastEvent,multipeak,PET_mmHR
Hungerford,2017-11-03T06:15:00Z,fall,32.29153777799292,3.1669757759266557,22.54738347844154,1176.1211685039086,3,307,14.478,4.833333333333333,0.6604,25.6840021625,6.274332155,4.752342135999999,1.6213563785885416,11.730478287575343,2.8214583440631533,0.03485803598649908,8.943233940973006,336.6273333333333,0.6540587201800618,0.33563553174361954,0.46133454893897546,0.8237898901282492,0.7746865010047959,2.3020833333333335,0,0.0331
Hungerford,2017-11-05T22:30:00Z,fall,36.85341930820906,1.80315888488911,45.19557933028031,360.3393515035475,2,309,11.938,16.416666666666668,0.2032,30.7644974625,4.416781064,2.8313121280000004,2.2488352019140625,12.125495499041095,3.634141828242952,0.04138689139280517,11.600770833333334,86.944,0.6409401904056248,0.5146345801522527,0.42016432136411713,0.8321765517404599,0.7857677884567951,0.7395833333333334,0,0.0086
Hungerford,2017-11-19T03:00:00Z,fall,17.81873397443975,1.7416627130477595,22.623768867079594,191.21424051913905,2,323,11.200000000000001,13.166666666666666,0.08,12.273975,2.952095204,1.847122873,1.1001324838203126,7.3342295920479454,2.7953099693777745,0.0015056911927570958,6.560756944444444,64.72733333333333,0.7169614418184735,0.4783623706866186,0.18209379092059128,0.7068565156922536,0.793720764111478,10.802083333333334,0,5e-4
Hungerford,2017-11-22T09:45:00Z,fall,NA,NA,NA,NA,2,326,3.2,3.4166666666666665,0.04,12.880215,1.658639161,0.213943687,1.63740493496875,3.4163299774726026,2.726156000806795,0.01114998330845693,8.0328125,9.387333333333334,0.7286219747010187,0.5017989156672418,0.13335127973558125,0.8796199624337433,0.822716529475198,1.40625,0,0.0074
Hungerford,2017-11-25T22:15:00Z,fall,NA,NA,NA,NA,2,329,8.4,16.083333333333332,0.08,11.1436,2.805947578,1.4362787000000001,1.4457830512578125,8.578442011767123,2.8374894521422784,0.0030073478074815877,6.509569444444445,10.037333333333333,0.6868327127172532,0.557458915059923,0.14076515149200713,0.89521226859572,0.8235673705615596,2.4270833333333335,0,0.0099
Hungerford,2017-11-28T08:00:00Z,fall,50.11288372254524,0.12094324420219217,916.262570857166,123.90160487533979,2,332,4.6000000000000005,58.5,0.12,11.80195,1.862932544,0.608628041,1.6997662001848959,16.917420791260273,2.960958373188401,0.01527939589917606,7.600870098038038,18.633333333333333,0.6870956655843289,0.5623163822167894,0.11800413275124262,0.9121201041361707,0.8317728540374996,0.22916666666666666,1,3e-4
Hungerford,2018-04-04T02:30:00Z,spring,13.101435428759409,0.025344176328233645,1143.1227411750901,501.46786290378,2,94,14.4,16.333333333333332,0.12,14.914425,4.378217745,3.1358345389999998,1.8612199922890624,6.921839876486302,2.549917483494477,2.435000000000001e-4,9.834648148148148,142.13533333333334,0.6514959533165742,0.5725781598399067,0.10315362008551358,0.9907257879516089,0.8916231440050351,3.6458333333333335,0,0.0025
Hungerford,2018-04-12T18:15:00Z,spring,5.693493592712726,8.090242274394761e-4,15562.145597543737,77.04234537097355,2,102,8.4,8.333333333333334,0.12,8.4,2.102315436,1.365405765,0.804747474,3.3224814268561644,2.398683952549683,2.4350000000000004e-4,6.4814375,53.638666666666666,0.6475409660646596,0.59877971945054,0.07281348554866622,0.9599621288883937,0.8762996979310548,7.395833333333333,0,0.1696
Hungerford,2018-04-13T21:30:00Z,spring,14.295955118048399,0.11616479384916988,272.1390192758514,344.354519659683,2,103,10,39.666666666666664,0.04,17.98,3.750368678,2.264990552,0.9715506062968751,7.464393229130137,1.703078860490044,2.4350000000000004e-4,22.197520833333332,139.45466666666667,0.6160361650612726,0.5911943667466053,0.23593633058638633,0.9589457025186221,0.8804077699288297,0.010416666666666666,0,0.0249
Hungerford,2018-04-16T06:00:00Z,spring,45.81455611403263,0.7396114153932145,136.97838545578537,2106.1991320254465,3,106,14,47.25,0.12,30.9631525,6.473370514,4.728696442,1.7131403339140625,16.603938510945206,2.5273611257069235,2.4350000000000004e-4,13.957777777777778,489.77466666666663,0.6865817005969432,0.5884440826288825,0.09513899538688286,0.9590961575024161,0.8954764357227188,0.6041666666666666,0,0.0046
Hungerford,2018-04-20T14:45:00Z,spring,8.256548548776403,6.736066992479384e-4,27104.68138693217,25.626034390938464,2,110,0.6000000000000001,0.9166666666666666,0.04,12.7192925,1.644675176,0.15929704999999994,2.829673079697917,2.766351947630137,3.0768884536451475,2.435000000000001e-4,10.629625,10.868,0.5851205197662385,0.5781184290886103,0.13684786826435733,0.9600473101257548,0.9045572202990877,2.0520833333333335,0,0.0911
Hungerford,2018-04-25T14:00:00Z,spring,NA,NA,NA,1307.7974010090386,2,115,33.6,59.5,0.12,33.6,6.455614798,5.627174183,1.0178471373463542,16.41577158910274,2.540269900845721,0.0016264831217708308,7.096027777777778,227.18066666666667,0.6346395822787595,0.6024171440190118,0.2697080759755408,0.9418070925779094,0.8917683478236603,4.072916666666667,1,0.1573
Hungerford,2018-04-29T07:30:00Z,spring,49.00558817901909,1.3827637426820774,78.3699894002147,2221.8708865024323,3,119,29.6,56.25,0.08,60.632343750000004,7.963940085,6.278003806,2.7050226680520835,21.188762959931505,2.838528233063021,0.020993403855521477,12.390243055555555,275.132,0.5317562989329211,0.5674423498032618,0.4030938799112563,0.9399345308628385,0.9382324251362008,1.2604166666666667,0,7e-4
Hungerford,2018-05-03T08:45:00Z,spring,14.941645572821384,0.23241148828551236,142.1651029887792,208.3028970066519,2,123,10.200000000000001,13.75,0.24,35.12541125,3.711320817,2.264339583,3.4778426148854167,6.823187644541096,3.109180270723203,2.474830184905489e-4,10.0111875,109.654,0.5516094077524564,0.5391063792327162,0.46969235240555784,0.9338050853833063,0.9511221672834365,1.75,0,8e-4
Hungerford,2018-05-04T19:00:00Z,spring,13.595923564081843,0.14696081126343608,204.57819333625352,126.44877453246731,2,124,3.4,3.5833333333333335,0.27999999999999997,15.265808749999998,2.898773285,0.7490922969999998,2.365133650708333,5.33682485860274,2.0752770572942705,0.03789530426572291,33.280965277777774,92.41933333333334,0.4694865673132658,0.5163759525763029,0.5621226787675738,0.9328511218666876,0.9501211237920352,0.010416666666666666,0,0.1176
Hungerford,2018-05-15T09:00:00Z,spring,NA,NA,NA,9.7114225013234865,2,135,8.4,5.833333333333333,0.12,8.4,0.742126684,0.30453982700000004,0.5091941543489583,2.040090187181507,2.122381120421303,0.015374085246417363,5.7809375,8.575638888542674,0.725376265472336,0.5009052084129094,0.5637592015528586,0.6667037675165228,0.7697790142169909,9.239583333333334,0,0.0241
Hungerford,2018-05-20T06:30:00Z,spring,3.047118172696466,4.249868237074521e-4,15854.990905127179,9.961263249580082,2,140,8.200000000000001,18.083333333333332,0.16,8.39,0.562786674,0.19891984700000004,0.413157885546875,1.7453257647123288,1.6976076019132904,2.4350000000000036e-4,5.716263888888889,8.188666666666666,0.7966894941343998,0.46961388784538394,0.5938158683532997,0.5627804074739715,0.6223312255536521,3.03125,0,0.0124
Hungerford,2018-05-26T07:30:00Z,spring,3.661397792070274,0.0010080105447020273,8032.190598288898,24.61658119331172,2,146,13.6,45.583333333333336,0.64,14.448801249999999,0.540681238,0.26732463500000003,0.31971913680208336,2.53958220010274,1.4289131666840276,2.4350000000000036e-4,8.850395833333334,14.327333333333334,0.804100441575865,0.4311015196731951,0.6498928389856434,0.5322193874899002,0.5774187994537915,4.052083333333333,0,0.0067
Hungerford,2018-07-25T19:00:00Z,summer,0.8726927454641451,0.21245282984896546,9.083453784939111,19.66015345754189,1,206,48.6,36.666666666666664,0.76,49.937956250000006,0.3997671,0.32487033099999996,0.07460354638671875,0.9859835761438356,0.24588554164404633,0.06859736551549415,6.110861111111111,37.17466666666667,0.8007360140184848,0.8649205028812239,0.9148121759455774,0.06394360473690575,0.08855689571150095,22.479166666666668,1,0.1715
Hungerford,2018-08-08T19:15:00Z,summer,1.0993069557792536,0.14480197052592947,16.7879114322735,32.42490864190048,1,220,42.8,11.75,1,45.065275,0.680889898,0.603100299,0.08352034514583333,0.977851422739726,0.19335763128133993,0.02070168800352736,7.561208333333333,62.59533333333333,0.7295877544009087,0.8422769669606494,0.9799910545148389,0.278117530353115,0.2884319734883437,11.78125,0,0.2717
Hungerford,2018-10-02T13:45:00Z,fall,0.5606472008856613,0.056629569308805916,21.892661640607614,NA,1,275,28.400000000000002,32.083333333333336,0.16,35.9998575,0.350038974,0.221244265,0.10789196366666667,1.0226933836232877,0.343583777186759,0.044593034681402896,6.691173611111111,13.142666666666667,0.8174175024395985,0.8909860849848344,0.6648758775890327,0.3584169793481658,0.2925325616089564,53.083333333333336,0,0.0307
Hungerford,2018-10-11T10:00:00Z,fall,1.6284439747464858,0.1471202840424544,24.476675615486215,12.255064724193657,1,284,20.2,46.333333333333336,0.4,22.9120125,0.527657697,0.39691102199999995,0.13621833717708334,1.382928395260274,0.7115715076271338,0.03638681169745451,4.172215277777778,18.865333333333332,0.8151785116973755,0.9663960546321141,0.6429016180070213,0.390731502658075,0.3663745480003655,6.84375,0,8e-4
Hungerford,2018-10-27T22:00:00Z,fall,1.773687621744762,0.47078439339244116,8.33119391413481,15.599274336113288,1,300,18.8,53.75,0.16,28.599796249999997,0.313564268,0.16237950899999998,0.15011651275260418,1.2305737858767123,1.0023392297204676,0.0022724887004180795,3.8659166666666667,53.41866666666667,0.8979954747130802,0.8870195055098941,0.3262561564724514,0.4194689925332341,0.3927276027252059,14.229166666666666,0,0.0015
Hungerford,2018-11-01T18:45:00Z,fall,92.91506111048734,3.2526156105935087,63.169223761342295,914.6495007709808,2,305,49.6,52,0.12,61.291365,6.037718507,5.611680483,0.3254987524609375,15.639265607424658,2.4694000905102618,0.017210534920312007,3.8711180555555558,231.39466666666667,0.8828117275342223,0.8925576415352535,0.32090568747878784,0.6408016949765233,0.7916275517744784,2.5729166666666665,1,0.0612
Hungerford,2018-11-06T16:00:00Z,fall,24.086353335787585,0.20721800828763287,257.0370470659744,30.257952432640014,2,310,5.6000000000000005,8.166666666666666,0.08,29.117487499999996,1.394177891,0.548954357,1.9111885131223958,3.855860723609589,6.6238012242219915,0.023342861616118996,5.707055555555556,13.082666666666666,0.8513929948737609,0.8727316002999899,0.2894685942997417,0.9107489941510728,0.8174219414542389,1.1145833333333333,0,0.043
Hungerford,2018-11-09T22:45:00Z,fall,40.110324621517265,0.7960216402481005,111.42521167438869,136.69023555063714,2,313,18.8,17.25,0.08,24.2357575,2.97838915,2.45931428,0.8295496154609375,7.159219765746576,5.856691357410111,0.005495203005954441,4.886972222222222,45.122,0.898562685115054,0.8619609564427478,0.31230747009864374,0.8154555876092804,0.8140388355170026,1.2916666666666667,0,0.0027
Hungerford,2018-11-13T10:15:00Z,fall,NA,NA,NA,18.572806380879626,2,317,7.6000000000000005,15,0.08,23.4614375,1.462271829,0.7912991850000001,1.151776101734375,2.9653478671952054,5.487609091600929,9.206547810836429e-4,3.8800555555555554,9.552666666666667,0.9156961217298498,0.8707887195290812,0.1889195401529786,0.9228180588436327,0.8313139868109479,1.0208333333333333,0,6e-4
Hungerford,2018-11-25T06:30:00Z,fall,73.70495668681839,7.171310086855625,22.7274315747286,504.80759766493236,2,329,12.8,97,0.08,13.75,3.621105828,3.29781848,0.3390586754661458,15.403206555123287,3.7690200040166304,2.435000000000004e-4,3.8323472222222223,111.43066666666667,0.945202267364594,0.8620492804714079,0.12984190222233447,0.7844188252432636,0.842974815523563,10.166666666666666,1,5e-4
Hungerford,2019-03-30T15:45:00Z,spring,39.300499277202036,1.7119696994351565,50.763804087041244,3332.3825648399793,4,89,10.6,4,0.12,12.7755,9.31432113458902,5.66348011794296,3.5509009325321466,26.938151894197766,1.4689999275530017,0.11344873414831763,100.36814583333333,473.56,0.7411378064334204,0.7548258649486063,8.419280151547049e-4,0.71202280343083,0.9237780592743543,0.041666666666666664,0,0.0866
Hungerford,2019-04-02T08:45:00Z,spring,30.28130191555839,0.0449310877047717,1490.3208466638102,328.48437420270216,2,92,1.6,3.75,0.08,10.42238875,4.13697307439294,1.53702295177238,5.229384464005893,18.655893569227274,1.735441473126588,0.0015304951728854041,31.104694444444444,52.190666666666665,0.5879293808992725,0.7712697836149389,8.419280151547049e-4,0.7494978126336296,0.9375515809198185,0.020833333333333332,1,0.2361
Hungerford,2019-04-05T08:15:00Z,spring,21.414240001721492,0.0020816828055961172,22747.845823667227,100.23282979315117,2,95,2,6.416666666666667,0.04,3.3718,2.90401298734983,0.8852081790015802,3.291355478806129,11.514341546881909,1.5340879452120935,3.06732490542864e-4,11.303513888888888,11.991333333333333,0.7568712891165477,0.7595345306693848,0.0029697007690245897,0.777805115749509,0.9250587750302245,0,1,0.2302
Hungerford,2019-04-07T13:45:00Z,spring,75.60743674883793,1.290956124802991,129.5105649485948,796.2525028914664,2,97,13.600000000000001,56.666666666666664,0.12,15.395975,4.97967033427245,2.4878406758299003,2.8556656176982695,28.73437785203534,2.014421571918779,2.5070729522317373e-4,8.411479166666666,103.53066666666666,0.7510838746726497,0.7494492460089571,0.007046236107855989,0.8110137522567971,0.9133028526191828,0,1,0.3661
Hungerford,2019-04-12T14:30:00Z,spring,20.242643173275702,0.09073355320231787,493.34583544493483,113.7212909228658,2,102,2.4,0.4166666666666667,0.12,7.81861,2.78885680334686,0.8636430524156702,3.256519343319732,9.586551876978655,2.742492723427087,0.002051777177692896,7.508152777776414,42.34133333333333,0.7994370978476043,0.7359240857850476,0.06187868989170278,0.9294020511695735,0.9173840083484482,0.8645833333333334,0,0.2183
Hungerford,2019-04-14T18:15:00Z,spring,24.121641073244998,0.30852950141434826,172.88699228729845,252.84057918150347,2,104,11.200000000000001,25,0.2,13.366000000000001,3.85798735104459,1.9185382065102399,2.3669564161285943,10.394642749975572,1.8572919931744007,0.0032292431365914657,9.797458333333333,122.14733333333334,0.8475974006653894,0.7211283373794218,0.16717887761242667,0.9333231673672581,0.9110387016455332,0.0625,0,0.0041
Hungerford,2019-04-19T20:00:00Z,spring,32.372753459705926,1.0055561498321393,71.1910631706887,1168.5554650285528,3,109,22.400000000000002,22.166666666666668,0.24,23.637802500000006,6.37668908078291,4.75622552242092,1.9233531573194913,13.166803976191888,2.3705665955618405,0.0015567586402163557,6.066416666666667,350.5106666666667,0.8624286688285066,0.6998573678364772,0.17933323172820959,0.9269479344888523,0.8986961705355616,3.1770833333333335,0,4e-4
Hungerford,2019-04-23T23:00:00Z,spring,18.002586488150122,0.39946303925402343,99.65761041214101,84.9019452533505,2,113,7.2,27.25,0.08,25.44494,2.22895531561779,0.5367300586640902,2.7518317293000134,8.42634431536082,2.464044509374213,0.0035176147640812836,9.48681060605778,20.720666666666666,0.8382292692070783,0.6765609842686999,0.35924581728383187,0.9260225001200377,0.8873782999739043,2.2708333333333335,1,0.0071
Hungerford,2019-04-26T11:45:00Z,spring,47.835744194069896,1.2097972100371284,87.43637047132576,1568.2544060231346,3,116,26.400000000000002,32.166666666666664,0.12,32.708475,7.50416577988185,5.83168617640437,1.8964362412331104,17.46771321757014,2.258431152495813,0.0016415557403630485,7.549111111111111,262.206,0.8478670727997248,0.6497982114940668,0.30316839619034763,0.9281307825611572,0.8728135804019211,0.3645833333333333,0,0.1209
Hungerford,2019-05-01T21:15:00Z,spring,52.51535444967633,0.27071487867432875,428.96942712799876,227.79925184549222,2,121,16.8,57.25,0.08,17.1258025,3.43041002334737,1.95434522846946,2.1943469533766184,20.038983544398928,2.6524510409732702,2.297784797646611e-4,6.2874791666666665,39.48733333333333,0.8725595173522269,0.579460156982181,0.28300457743931934,0.9362632946251109,0.8803127599864534,2.9583333333333335,1,8e-4
