site,event_start,season,NO3_kg_km2,SRP_kg_km2,event_NO3_SRP,turb_kg_km2,cluster,DOY,rain_event_total_mm,rain_event_hrs,rain_int_mmPERmin_max,API_4d,q_event_max,q_event_delta,q_4d,q_mm,NO3_1d,SRP_1d,turb_1d,turb_event_max,DO_pre_wet_15cm,Redox_pre_wet_15cm,SoilTemp_pre_wet_15cm,VWC_pre_wet_15cm,VWC_pre_wet_30cm,time_sinceLastEvent,multipeak,PET_mmHR
Hungerford,2019-05-07T06:45:00Z,spring,8.391508631253293,0.017489514484137016,1060.997736807507,25.754873039857877,2,127,7,5.166666666666667,0.12,14.021901249999999,1.93232404227781,0.43785566917474017,2.14965220089397,3.8959617733023446,2.704355292858714,0.017177047120106002,5.423583333333333,9.828000000000001,0.7837109980509749,0.5619898487197537,0.465682616919677,0.9240794290079679,0.8518840584727311,0.7708333333333334,0,0.0243
Hungerford,2019-05-10T01:15:00Z,spring,38.53022171916397,3.006642356291243,28.338176582813958,NA,3,130,43.800000000000004,21.083333333333332,0.2,49.801625,10.1842475224486,8.963423896512841,1.512923428179072,17.06575356606748,2.246735529074471,0.001518707867532403,3.859875,128.6786666666667,0.8194287873451895,0.5849073071176736,0.43511962027057227,0.9252960131855898,0.8465562212293397,1.6041666666666667,0,0.0106
Hungerford,2019-05-13T22:00:00Z,spring,35.937281784528174,0.24886535073885868,319.3250257473267,315.4251793773606,2,133,18.2,34.333333333333336,0.12,53.961111249999995,4.20292033095105,2.5565647989049705,3.384016641226145,13.011240696146446,3.211666308726521,5.252812228153927e-4,8.173729166666666,114.16933333333336,0.5553347841502696,0.588332333115932,0.43326070073487205,0.9459762293216941,0.8593222783329293,2.2291666666666665,0,0.0015
Hungerford,2019-05-17T07:00:00Z,spring,9.333717063932154,0.00925584301375823,2229.9278788549777,17.752716296512713,2,137,3.4000000000000004,3.25,0.04,18.64457875,1.83412452070393,0.23292791542266,2.3245841151495568,3.404197926803298,3.185350561720012,0.011155311437548606,6.270902777777778,6.427333333333333,0.3646559927573163,0.5822810759742454,0.4845142300702681,0.9370914033739718,0.8459688148567734,0.9479166666666666,0,0.0461
Hungerford,2019-05-19T07:00:00Z,spring,27.820921394125598,1.4079028415406636,43.69693635114899,1032.2764342781159,3,139,19.6,17.583333333333332,0.48,22.831401250000003,5.66034343463635,4.32111190254055,1.7853678210974586,11.31034203982126,2.5101635637374415,9.543175571223301e-4,4.213854166666667,473.77066666666667,0.3289322708353329,0.5739356453947129,0.5059539664505863,0.9301808535577836,0.8343324711977161,0.9895833333333334,0,0.0179
Hungerford,2019-07-12T00:00:00Z,summer,2.226074505672132,0.4319312726669569,11.39665003486905,49.322950377078556,1,193,25.6,9.166666666666666,1.3599999999999999,25.6,0.748351531528738,0.444576544330119,0.29780434050532006,1.3930318388178111,0.5044599304868631,0.031050734193563186,4.118041666666667,93.22533333333334,0.6143728171050069,0.7774791064082037,0.8309216297553167,0.32641146487125317,0.37047784550971824,51.447916666666664,0,6e-4
Hungerford,2019-07-30T16:00:00Z,summer,1.1743193813927177,0.16461556269201774,15.77493226784471,61.014759003618906,1,211,29.8,1.1666666666666667,2,37.5615,1.04450151218162,0.7542205057171079,0.23574038849206352,1.1652610565881703,0.11966007828907893,0.024247451126769737,4.446435515857735,153.4286666666667,0.7431174540498527,0.7870833537306187,0.8887968453933217,0.24425864073857442,0.30190057839745993,17.4375,0,0.1749
Hungerford,2019-08-08T06:15:00Z,summer,6.397850675727593,0.6885571295199673,20.546898967830874,136.477679090563,1,220,49.6,29.416666666666668,0.76,61.39432125,2.23297928271883,1.881624292764415,0.3030147153489559,3.349542755394654,0.0032178033214745275,0.0583325291056484,5.903611111111111,134.32933333333335,0.7097970135790541,0.8746548363794902,0.8339331818541506,0.35135577586941,0.3907567642552802,7.65625,0,0.0026
Hungerford,2019-09-02T07:00:00Z,fall,6.625427411338027,0.9167768160816594,15.980944506949406,91.13995545752775,1,245,49.4,59.083333333333336,0.4,53.51539999999999,1.32768742437367,0.852348841493525,0.42731919629338916,5.819449100153583,0.03623154382603916,0.06905335963998516,7.26565625,38.172,0.7453731801366925,0.92846555638505,0.7686694763378243,0.37212779849699146,0.38691952066438273,23.645833333333332,1,0.0198
Hungerford,2019-10-17T03:00:00Z,fall,51.34744091363935,4.301524058233604,26.396637778534846,1211.9088075743266,3,290,40.4,30.916666666666668,0.2,40.4,5.54347151864575,4.8797111466078595,0.6929171047796664,12.974471183041084,2.6668284247667957,2.2265406215025068e-4,2.5151805555555558,290.04866666666663,0.6066547083064469,0.684160022660707,0.47601741685236554,0.5449901497577574,0.6955772061329385,7.71875,0,0.0012
Hungerford,2019-10-23T01:15:00Z,fall,16.759582691194275,0.05100659140495957,726.5894102273039,17.19271768686481,2,296,7.800000000000001,7.166666666666667,0.12,7.971475000000001,1.45172688173584,0.4196144714358401,1.2368027645045772,4.908026845529189,3.96550576406018,5.347787136644747e-4,3.2129861111111113,5.3,0.4755553910824742,0.5661793482780355,0.3857458464966435,0.8716614097753498,0.8224323627936873,3.40625,0,4e-4
Hungerford,2019-10-27T09:15:00Z,fall,35.17450608715585,1.9428552485493211,40.034990365654345,648.0593812109342,3,300,22.8,24.25,0.2,23.28870375,4.25832686115187,3.342167950316719,1.0976712604297898,10.988544583770405,3.2213975260784804,1.0425000000000015e-4,2.3457291666666666,334.4386666666667,0.5640753968151787,0.578608299550277,0.4075732624104988,0.8623239411649869,0.8154734847744337,2.3229166666666665,0,0.0159
Hungerford,2019-10-31T04:00:00Z,fall,53.39207804592629,10.537440154428674,11.20453579462876,3939.191245439475,3,304,64.4,26.666666666666668,0.8400000000000001,83.04790625,11.6995887188309,10.451133687311119,1.9105328918969826,27.16570502099164,3.7761302169994035,0.0026265503679062737,3.878923611111111,484.35,0.4426234817159014,0.49315125443972957,0.465613972180396,0.8730026342459629,0.820407696221574,1.3645833333333333,0,4e-4
