Run,DataSet,Nodes,Topol,rows,cols,normMeth,wghtMeth,niter,alphaCrs,alphaFin,Clusters,ColRowRat,Dist_mn,QE,npF,pVal_npF,blank
1,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,4,3.3,0.169500495203304,0.1695,27.941324,0.01,0
2,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,4,3.7,0.106811395727834,0.106811,25.305463,0.01,0
3,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,4,4,0.106668142668623,0.106668,25.305463,0.01,0
4,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,4,1.8,0.174737734279627,0.174738,29.534435,0.01,0
5,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,4,2,0.144109982518875,0.14411,24.613179,0.01,0
6,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,4,2.3,0.116705857357615,0.116706,23.836149,0.01,0
7,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,4,1.2,0.165691195974458,0.165691,22.620413,0.01,0
8,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,4,1.4,0.11887156975045,0.118872,20.119183,0.01,0
9,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,4,1.6,0.098236191931261,0.098236,25.305463,0.01,0
10,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,4,1.8,0.0874609376797927,0.087461,20.119183,0.01,0
11,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,4,0.8,0.107758195425938,0.107758,20.119183,0.01,0
12,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,4,1,0.120218342187675,0.120218,20.119183,0.01,0
13,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,4,1.2,0.0824497985574608,0.08245,20.119183,0.01,0
