site,event_start,season,clust_wat_4cl,clust_wat_5cl,clust_wat_6cl,q_event_max,q_event_delta,q_event_dQRate_cmsPerHr,q_mm,rain_event_total_mm,rain_event_hrs,rain_int_mmPERmin_max,API_4d,solarRad_4d,q_4d,VWC_pre_dry_15cm,SoilTemp_pre_wet_15cm,VWC_pre_wet_15cm,time_sinceLastEvent,PET_mmHR,gw_1d_well1,gw_1d_well3,gw_1d_well5,gw_1d_well7,gw_1d_allWells,gw_4d_well1,gw_4d_well3,gw_4d_well5,gw_4d_well7,gw_4d_allWells
Hungerford,2019-05-02T01:15:00Z,spring,2,2,3,3.43041002334737,1.95434522846946,0.04136180377713143,20.038983544398928,16.8,57.25,0.08,16.8,185.19618055555554,2.1943469533766184,0.9658712942877802,0.28300457743931934,0.9362632946251109,2.9583333333333335,8e-4,-0.7592115951178451,-0.2314614898989899,-0.4807626262626263,-0.8871632996632997,0.6927177745239841,-0.7331529356060605,-0.2073465382996633,-0.4267662563131313,-0.813908406986532,0.7263205202042549
Hungerford,2019-05-07T10:45:00Z,spring,2,2,3,1.93232404227781,0.43785566917474017,0.03368120532113386,3.8959617733023446,7,5.166666666666667,0.12,14.004753749999999,172.35243055555554,2.14965220089397,0.923347971006825,0.465682616919677,0.9240794290079679,0.7708333333333334,0.0243,-0.7522050715488215,-0.22512689393939395,-0.46386752946127946,-0.9021071127946129,0.6949278401709605,-0.7289392624158249,-0.20290930134680135,-0.4143457228535354,-0.8264498632154882,0.7273245943272674
Hungerford,2019-05-10T05:15:00Z,spring,2,2,5,10.1842475224486,8.963423896512841,0.5351297848664383,17.06575356606748,43.800000000000004,21.083333333333332,0.2,49.801625,229.72829861111111,1.512923428179072,0.9183323633670175,0.43511962027057227,0.9252960131855898,1.6041666666666667,0.0106,-0.785988005050505,-0.2424977904040404,-0.5018546927609427,-0.9328769991582492,0.6636391678421357,-0.7568168736847644,-0.22003259653829965,-0.45657554450757576,-0.8965575833859428,0.6826986070271953
Hungerford,2019-05-14T02:00:00Z,spring,2,2,3,4.20292033095105,2.5565647989049705,0.2175799828855294,13.011240696146446,18.2,34.333333333333336,0.12,53.875373749999994,144.34895833333334,3.384016641226145,0.9285117189566688,0.43326070073487205,0.9459762293216941,2.2291666666666665,0.0015,-0.7454906355218855,-0.20190361952861952,-0.4342418981481481,-0.8473617424242424,0.7288314713138497,-0.7197281026409933,-0.18196945362478956,-0.3866387450021044,-0.6793508549031987,0.7917065157220814
Hungerford,2019-05-17T11:00:00Z,spring,2,2,3,1.83412452070393,0.23292791542266,0.027403284167371766,3.404197926803298,3.2,3.0833333333333335,0.04,18.376914999999997,170.44878472222223,2.3245841151495568,0.9252526321358656,0.4845142300702681,0.9370914033739718,0.9479166666666666,0.0461,-0.7150988499579124,-0.19020046506734006,-0.4238488078703704,-0.8689523916245792,0.7326068263555492,-0.721783761311027,-0.1876443397516835,-0.4045041842908249,-0.7895863744212963,0.7476574777205841
Hungerford,2019-05-19T11:00:00Z,spring,2,2,3,5.66034343463635,4.32111190254055,0.17819018154806393,11.31034203982126,19.6,17.583333333333332,0.48,22.533125000000002,182.30295138888889,1.7853678210974586,0.9097613882863339,0.5059539664505863,0.9301808535577836,0.9895833333333334,0.0179,-0.742266308922559,-0.22147811447811447,-0.4870908038720539,-0.9247436868686869,0.6836256264570049,-0.7227792369002525,-0.19697335911195285,-0.4336028269675926,-0.8677300486637205,0.7107111710563114
Hungerford,2019-07-12T04:00:00Z,summer,4,3,1,0.748351531528738,0.444576544330119,0.148192181443373,1.3930318388178111,25.6,9.166666666666666,1.3599999999999999,25.6,256.06944444444446,0.29780434050532006,0.533474419342892,0.8309216297553167,0.32641146487125317,51.447916666666664,6e-4,-1.3400648674242424,-0.8363695044191919,-1.0207738941498317,-1.1977313762626263,0.1833925016976877,-1.3088795638678452,-0.8187838744212963,-1.0129608872579967,-1.2060943023989898,0.1752050001360801
Hungerford,2019-07-30T20:00:00Z,summer,4,3,1,1.04450151218162,0.7542205057171079,0.12570341761951798,1.1652610565881703,36,22.25,2,43.445625,228.26996527777777,0.23574038849206352,0.17746150997301727,0.8887968453933217,0.24425864073857442,17.4375,0.1749,-1.5406751893939394,-1.0466445707070706,-1.142869739057239,-1.2412464225589226,0.04637858785236379,-1.5358383049242423,-1.0398323600589225,-1.1417351641414142,-1.2501190814393939,0.02829134974922063
Hungerford,2019-08-08T10:15:00Z,summer,4,3,1,2.23297928271883,1.881624292764415,0.32723900743728956,3.349542755394654,49.6,29.416666666666668,0.76,61.39432125,238.45746527777777,0.3030147153489559,0.46535103962753294,0.8339331818541506,0.35135577586941,7.65625,0.0026,-1.2919097222222222,-0.8016482828282828,-0.9221051420454545,-1.2068369107744108,0.22406965913908644,-1.309592145412458,-0.8281566400989057,-0.9542410898042929,-1.2182579703282828,0.18452332958042567
Hungerford,2019-09-02T11:00:00Z,fall,4,3,1,1.32768742437367,0.852348841493525,0.054990247838291935,5.819449100153583,49.4,59.083333333333336,0.4,50.42027624999999,200.75173611111111,0.42731919629338916,0.2832654356912332,0.7686694763378243,0.37212779849699146,23.645833333333332,0.0198,-1.4599093013468014,-0.9477547074915824,-1.077626273148148,-1.231240845959596,0.1068200486110435,-1.432458648989899,-0.9329276815025253,-1.0547027330597643,-1.2301102430555555,0.10447274600197157
Hungerford,2019-10-01T21:45:00Z,fall,1,5,6,3.94265791920162,3.332127539457774,0.2961891146184688,7.716879143292744,35.4,55,1.1199999999999999,43.821251249999996,93.63628472222223,0.6063184360600679,0.4942384000846515,0.6299348638556757,0.4331876663274248,26.364583333333332,0.0019,-1.1070812920875421,-0.6163702851430977,-0.798859396043771,-1.185207218013468,0.3446633568938299,-1.116456602483165,-0.6174812663089225,-0.7666413007680977,-1.1727961463594276,0.3391477685744672
Hungerford,2019-10-07T11:45:00Z,fall,2,2,3,2.65924541268678,1.8249635722491333,0.17380605449991746,6.774318327843192,17.8,9.5,0.12,22.758382499999996,97.48350694444444,0.9802443619429827,0.7251503447789357,0.49879595425818335,0.8531942129822353,3.34375,0.0184,-0.8464551946548822,-0.32887072074915824,-0.5293875462962963,-1.0739708207070706,0.5747753399062545,-0.7979543268623738,-0.28283540114688555,-0.472275811763468,-1.0612610553451178,0.5992347181107122
Hungerford,2019-10-17T07:00:00Z,fall,1,4,5,5.54347151864575,4.8797111466078595,0.2269633091445516,12.974471183041084,40.4,30.916666666666668,0.2,40.4,121.13194444444444,0.6929171047796664,0.7014972752764403,0.47601741685236554,0.5449901497577574,7.71875,0.0012,-0.9549765972222222,-0.4540332375841751,-0.6930853209175084,-1.1697423085016836,0.4467423731787383,-0.9292789788510101,-0.4281727233270202,-0.6557481681397306,-1.1616117345328283,0.45483435979640624
